Date,Close,TMA,ATR,low_var,high_var,color,Open,High,Low,LN_return
1987-04-14,279.16,226.8748104,4.380119594258835,4.9982849224573824e-05,0.9999500171507725,green,279.16,285.62,275.67,-0.02322132972038855
1987-04-15,284.44,227.08681248,4.460113614545891,0.0007023522451033814,0.9992976477548936,green,284.44,285.14,279.16,0.018393073021795818
1987-04-16,286.91,227.29856383999999,4.493607933818597,0.004085404204329391,0.9959145957956675,green,286.91,289.57,284.44,0.008302074870296808
1987-04-20,286.09,227.51009152,4.459427537127667,0.005168254203049427,0.9948317457969473,green,286.09,288.36,284.55,-0.00320629894323756
1987-04-21,293.07,227.72147855999998,4.745456160271283,0.0026556907585846587,0.997344309241412,green,293.07,293.07,282.89,0.023760873856878726
1987-04-22,287.19,227.93259744000002,4.832183352257717,0.01396321559037279,0.9860367844096238,green,287.19,293.46,286.98,-0.020611638551156337
1987-04-23,286.82,228.14340416,4.832574184644832,0.14597388177279103,0.8540261182272056,green,286.82,289.12,284.28,-0.0016333441699124384
1987-04-24,281.52,228.3538728,4.87294547541259,0.19383384738459453,0.806166152615402,green,281.52,286.82,281.18,-0.01899551613236153
1987-04-27,281.83,228.56417824000002,5.040798201641958,0.5304157940289624,0.46958420597103434,blue,281.83,284.45,276.22,0.0007563914215228256
1987-04-28,282.51,228.77436,4.99475829155986,0.6528510408440606,0.347148959155936,blue,282.51,285.95,281.83,0.00206572806603084
1987-04-29,284.57,228.98446144,4.940520376981868,0.6975057244430849,0.3024942755569117,blue,284.57,286.42,282.51,0.006921152961611767
1987-04-30,288.36,229.19446144000003,4.9689943581327745,0.7193950782387576,0.2806049217612391,blue,288.36,290.08,284.57,0.012886262695468729
1987-05-01,288.03,229.40436816,4.880044640226136,0.7528788641834059,0.24712113581659081,blue,288.03,289.71,286.52,-0.001489226003334777
1987-05-04,289.36,229.61426079999998,4.81604240821483,0.7607627621174013,0.2392372378825954,blue,289.36,289.99,286.39,0.00426277842159957
1987-05-05,295.34,229.8242392,4.878240287804089,0.7539436943686292,0.24605630563136746,blue,295.34,295.4,289.34,0.02011147955724187
1987-05-06,295.47,230.03428768,4.676828273413886,0.8107629271818692,0.1892370728181277,blue,295.47,296.19,295.47,9.590595952223887e-05
1987-05-07,294.17,230.24438224,4.579486859743192,0.8292898189763128,0.1707101810236841,blue,294.17,296.8,294.07,-0.004753645174422798
1987-05-08,293.37,230.45455823999998,4.573012516756032,0.8329303752997668,0.16706962470023,blue,293.37,296.18,291.73,-0.003067388372237647
1987-05-11,291.57,230.66476864,4.70136189091823,0.8224070594942231,0.1775929405057738,blue,291.57,298.69,291.55,-0.006498664653421957
1987-05-12,293.3,230.8751688,4.622293796372319,0.7968723370462959,0.20312766295370105,blue,293.3,293.3,290.18,0.005571693955341466
1987-05-13,293.98,231.08585983999998,4.581179106553703,0.7392798310129279,0.26072016898706907,blue,293.98,294.54,290.74,0.0019715939858685155
1987-05-14,294.24,231.29683056,4.45962015122602,0.5837224768797913,0.4162775231202058,blue,294.24,295.1,292.95,0.0005398551975664186
1987-05-15,287.43,231.5078616,4.593139143664719,0.15619122271272518,0.8438087772872724,green,287.43,294.24,287.11,-0.023760576369742673
1987-05-18,286.65,231.71894624,4.606482186481484,0.1485546260296433,0.8514453739703545,green,286.65,287.43,282.57,-0.003061560821053396
1987-05-19,279.62,231.9298336,4.80415807715741,0.11919049090773312,0.8808095090922649,green,279.62,287.39,278.83,-0.02517458863926852
1987-05-20,278.21,232.14045488,4.757950173299539,0.20400735186745583,0.7959926481325421,green,278.21,280.89,277.01,-0.005399482197946407
1987-05-21,280.17,232.35072975999998,4.725052664634563,0.24153643044061507,0.758463569559383,green,280.17,282.31,278.21,0.006676169738774566
1987-05-22,282.16,232.56063103999998,4.646800031402834,0.25829972128030226,0.7417002787196958,green,282.16,283.33,280.17,0.006733556293480031
1987-05-26,289.11,232.77025552,4.761960029832691,0.2617090593944001,0.7382909406055979,green,289.11,289.11,282.16,0.023988784758900882
1987-05-27,288.73,232.9796136,4.653362028341055,0.67806283675433,0.32193716324566796,blue,288.73,290.78,288.19,-0.0016594110080104694
1987-05-28,290.76,233.18882319999997,4.679193926924003,0.8327790150558484,0.1672209849441497,blue,290.76,291.5,286.33,0.006662021403937536
1987-05-29,290.1,233.39786064,4.603734230577804,0.913555030181095,0.0864449698189032,blue,290.1,292.87,289.7,-0.002616661333689579
1987-06-01,289.83,233.60678624000002,4.510047519048912,0.944250807890215,0.055749192109783144,blue,289.83,291.96,289.23,-0.0012753147744727898
1987-06-02,288.46,233.81550128000003,4.440045143096468,0.9545143084048378,0.045485691595160374,blue,288.46,290.04,286.93,-0.005082283886740837
1987-06-03,293.47,234.02408255999998,4.4685428859416465,0.9571112850249786,0.042888714975019705,blue,293.47,293.47,288.46,0.016874823393125047
1987-06-04,295.09,234.23273120000002,4.3621157416445655,0.9781356626394803,0.02186433736051779,blue,295.09,295.1,292.76,0.005160807319036724
1987-06-05,293.45,234.44141024,4.259509954562337,0.9875108311293543,0.012489168870643639,blue,293.45,295.11,292.8,-0.005917295396911668
1987-06-08,296.72,234.65008592,4.320534456834219,0.9918695292243729,0.008130470775625055,blue,296.72,297.03,291.55,0.010737498332410233
1987-06-09,297.28,234.85878399999999,4.189007733992508,0.9965988853656236,0.0034011146343744334,blue,297.28,297.59,295.9,0.0015413545995010707
1987-06-10,297.47,235.06736272,4.237057347292881,0.998312789721736,0.0016872102782621214,blue,297.47,300.81,295.66,0.00029475609472717486
1987-06-11,298.73,235.2758424,4.0987044799282355,0.9988103244861467,0.0011896755138512136,blue,298.73,298.94,297.47,0.0038826079886504507
1987-06-12,301.62,235.48431488000003,4.068269255931824,0.998821904441823,0.0011780955581749402,blue,301.62,302.22,300.8,0.009283623689843945
1987-06-15,303.14,235.6927856,3.9893557931352333,0.9991976736244476,0.0008023263755503544,blue,303.14,304.11,301.62,0.0046826302263427875
1987-06-16,304.76,235.90135632000002,3.902888003478471,0.9993753574709054,0.0006246425290923569,blue,304.76,304.86,302.6,0.004985668756695165
1987-06-17,304.81,236.10989568000002,3.79324360330455,0.9995101256422892,0.0004898743577086486,blue,304.81,305.74,304.03,-0.00018011777614335196
1987-06-18,305.69,236.31851360000002,3.7410814231393226,0.9995061537657343,0.0004938462342635767,blue,305.69,306.13,303.38,0.0025387170349227476
1987-06-19,306.97,236.52717904,3.6250273519823573,0.9994125690180502,0.0005874309819477265,blue,306.97,306.97,305.55,0.0038343385451728106
1987-06-22,309.65,236.7358928,3.605275984383238,0.9992141980082266,0.0007858019917713305,blue,309.65,310.2,306.97,0.00834843659685335
1987-06-23,308.43,236.94465136,3.564512185164074,0.9993089576223294,0.0006910423776684379,blue,308.43,310.27,307.48,-0.004291882005933
1987-06-24,306.86,237.15341136,3.5157865759058717,0.999266580387587,0.0007334196124107366,blue,306.86,308.91,306.32,-0.005447463550268963
1987-06-25,308.96,237.36216000000002,3.4689972471105777,0.9991648038348344,0.000835196165163091,blue,308.96,309.44,306.86,0.006476033318603046
1987-06-26,307.16,237.57082112,3.424547384755048,0.9990680543921854,0.0009319456078120888,blue,307.16,308.96,306.38,-0.0061872020624549025
1987-06-29,307.9,237.77940256,3.3233200155172944,0.9988914703398808,0.0011085296601166645,blue,307.9,308.15,306.75,0.0020621026235181864
1987-06-30,304.0,237.9878616,3.40665401474143,0.9980896230051314,0.0019103769948660447,blue,304.0,308.0,303.01,-0.013091521368877432
1987-07-01,302.94,238.19641488,3.3098213140043597,0.9987541194192711,0.0012458805807264105,blue,302.94,304.0,302.53,-0.00383710315197449
1987-07-02,305.63,238.40520528,3.314330248304141,0.9988754654372466,0.0011245345627508721,blue,305.63,306.34,302.94,0.008496286070091785
1987-07-06,304.92,238.6141912,3.274613735888933,0.9992121170437286,0.0007878829562688847,blue,304.92,306.75,304.23,-0.002669940738020216
1987-07-07,307.4,238.82341184,3.305883049094485,0.9992244767440254,0.0007755232559721378,blue,307.4,308.63,304.73,0.007756216139873437
1987-07-08,308.29,239.03289759999998,3.2640888966397625,0.9994421341976092,0.0005578658023883892,blue,308.29,308.48,306.01,0.0025468994779735106
1987-07-09,307.52,239.24279968,3.207884451807774,0.9995077422031117,0.000492257796886171,blue,307.52,309.56,307.42,-0.0028449404896530787
1987-07-10,308.37,239.45328896,3.119490229217385,0.9994991036247133,0.0005008963752846161,blue,308.37,308.4,306.96,0.0024160670664121896
1987-07-13,307.63,239.66429007999997,3.1095157177565165,0.9993891437278138,0.0006108562721838889,blue,307.63,308.41,305.49,-0.002746766402907065
1987-07-14,310.68,239.87582992000003,3.1155399318686916,0.9990844320147673,0.000915567985230485,blue,310.68,310.69,307.46,0.009521513572247156
1987-07-15,310.42,240.08788256,3.1102629352752564,0.9992422173932815,0.0007577826067163348,blue,310.42,312.08,309.07,-0.0011813921729956164
1987-07-16,312.7,240.30045951999998,3.075249788511492,0.9990502940635416,0.0009497059364562983,blue,312.7,312.83,310.42,0.006973877396184679
1987-07-17,314.59,240.51351343999997,3.0319872990859165,0.9988765966811247,0.00112340331887325,blue,314.59,314.59,312.38,0.005681771415189358
1987-07-20,311.39,240.72698512,3.047887934131619,0.9984511372237254,0.001548862776272654,blue,311.39,314.59,311.24,-0.01056822572174198
1987-07-21,308.55,240.94085760000002,3.14049353742504,0.9986585578127298,0.0013414421872681472,blue,308.55,312.41,307.51,-0.009506408923856647
1987-07-22,308.47,241.15501216,3.0784688605537864,0.9992417934372874,0.0007582065627108049,blue,308.47,309.12,307.22,-0.0006034787273561157
1987-07-23,307.81,241.36957824,3.0625454175260964,0.9994125124264982,0.0005874875734998643,blue,307.81,309.03,306.27,-0.0024860522229073526
1987-07-24,309.27,241.58464176,2.9844181466497917,0.9994095086716491,0.0005904913283488113,blue,309.27,309.28,307.78,0.00438780442583528
1987-07-27,310.65,241.80017856,2.939697239317301,0.999346691777369,0.0006533082226289624,blue,310.65,310.7,308.61,0.004108026888751705
1987-07-28,312.33,242.01622048,2.8952123773514367,0.9991526463209304,0.0008473536790677158,blue,312.33,312.33,310.28,0.0050492768005003215
1987-07-29,315.65,242.2328456,2.946451758483863,0.9987695774244018,0.0012304225755961791,blue,315.65,315.65,311.73,0.010229515814233429
1987-07-30,318.05,242.45001471999998,2.9431291705596694,0.9989564381136593,0.0010435618863386233,blue,318.05,318.53,315.65,0.007230430466633582
1987-07-31,318.66,242.66770032,2.860472712031687,0.9991639262222366,0.0008360737777612199,blue,318.66,318.85,317.56,0.0015719326929329131
1987-08-03,317.57,242.88591136,2.904449076430103,0.9989755725831182,0.0010244274168797923,blue,317.57,320.26,316.52,-0.0037706050337753413
1987-08-04,316.23,243.10460992000003,2.9462266226085982,0.9983517731063799,0.0016482268936180392,blue,316.23,318.25,314.51,-0.004572637382614089
1987-08-05,318.45,243.32382560000002,2.974415291478168,0.9968947079788001,0.0031052920211976504,blue,318.45,319.74,316.23,0.006651512037574136
1987-08-06,322.09,243.54348976,3.055194526904258,0.9942807486634719,0.005719251336525816,blue,322.09,322.09,317.5,0.01102136493430165
1987-08-07,323.0,243.76353360000002,3.0189348005590446,0.9923736314188752,0.0076263685811223504,blue,323.0,324.15,321.82,0.0024771457818205237
1987-08-10,328.0,243.98396015999998,3.120488060531093,0.9862743129799567,0.013725687020041049,blue,328.0,328.0,322.95,0.015017117316901217
1987-08-11,333.33,244.2048176,3.234463657504537,0.9856824704161699,0.014317529583827761,blue,333.33,333.4,328.0,0.015775214035288275
1987-08-12,332.39,244.42606656,3.24824047462931,0.9914407826568464,0.00855921734315107,blue,332.39,334.57,331.06,-0.003168179815747203
1987-08-13,334.65,244.64776304000003,3.2428284508978438,0.9931788728300732,0.006821127169924278,blue,334.65,335.52,332.38,0.006432063409214622
1987-08-14,333.99,244.86994160000003,3.2531870283529516,0.9933648455781394,0.006635154421857769,blue,333.99,336.08,332.63,-0.002318324982517759
1987-08-17,334.11,245.09247104,3.2180276769353044,0.9909311920965285,0.0090688079034687,blue,334.11,335.43,332.88,1.5059819820696673e-05
1987-08-18,329.25,245.31527375999997,3.44112629308854,0.9830244986661877,0.01697550133380953,blue,329.25,334.11,326.43,-0.014997107294360348
1987-08-19,329.83,245.53834464,3.436569978434111,0.9815641713037931,0.01843582869620394,blue,329.83,329.89,326.54,0.0014158617412582761
1987-08-20,334.84,245.76185264,3.5327414795124064,0.9739156712829335,0.026084328717063503,blue,334.84,335.19,329.83,0.014731267738014754
1987-08-21,335.9,245.98566544000002,3.4596044055367856,0.9728675167563529,0.02713248324364417,blue,335.9,336.37,334.3,0.0028165229817615064
1987-08-24,333.33,246.20972880000002,3.4856241852599448,0.9651323267490356,0.034867673250961545,blue,333.33,335.9,331.92,-0.00802467419878852
1987-08-25,336.77,246.43410768,3.5393429759969477,0.9520098804297022,0.04799011957029477,blue,336.77,337.89,333.33,0.00992304665802189
1987-08-26,334.57,246.65875248,3.508875827197101,0.93611419829945,0.06388580170054686,blue,334.57,337.39,334.46,-0.006898247372814836
1987-08-27,331.38,246.88374464000003,3.506932035837244,0.9056197532421535,0.09438024675784337,blue,331.38,334.57,331.1,-0.009924539941899842
1987-08-28,327.04,247.1089632,3.5485854340453806,0.8683504648976164,0.13164953510238048,blue,327.04,331.38,327.04,-0.013527433410510848
1987-08-31,329.8,247.33434784,3.5086561623431116,0.8469728137126382,0.15302718628735856,blue,329.8,329.79,327.82,0.008059754705653482
1987-09-01,323.4,247.55990383999998,3.800723354225957,0.810905073295086,0.18909492670491074,blue,323.4,332.18,322.83,-0.01994063082708744
1987-09-02,321.68,247.78565664,3.8991871865146583,0.8222354723435696,0.17776452765642717,blue,321.68,324.53,318.76,-0.0056768523986064036
1987-09-03,320.21,248.01156784,4.049227827188927,0.8217911045690246,0.17820889543097224,blue,320.21,324.29,317.39,-0.004924399877735414
1987-09-04,316.7,248.23757936,4.121766435829481,0.8079916348703866,0.1920083651296102,blue,316.7,322.03,316.53,-0.01136624485594287
1987-09-08,313.56,248.46400863999997,4.322678114038006,0.7955500148654212,0.20444998513457563,blue,313.56,316.7,308.56,-0.010308392068637628
1987-09-09,313.92,248.69100528,4.262544208336107,0.780526941574743,0.21947305842525391,blue,313.92,315.41,312.29,0.0008032792118640625
1987-09-10,317.13,248.91855568,4.232916997919299,0.7316042248321669,0.2683957751678301,blue,317.13,317.59,313.92,0.009829440227092126
1987-09-11,321.98,249.14675008,4.287271148023334,0.6701772092304283,0.3298227907695688,blue,321.98,322.45,317.13,0.014833479520857801
1987-09-14,323.08,249.37563423999998,4.2434075906221675,0.6447187841629591,0.35528121583703787,blue,323.08,323.81,320.4,0.0030663709153772884
1987-09-15,317.74,249.60508112,4.303737211091059,0.5735002874067239,0.4264997125932733,blue,317.74,323.08,317.63,-0.017010700126808477
1987-09-16,314.86,249.83508383999998,4.333050350536506,0.5598788558883758,0.4401211441116214,blue,314.86,319.5,314.61,-0.009449510549954725
1987-09-17,314.93,250.0655296,4.24789783300968,0.5389367626070007,0.4610632373929965,blue,314.93,316.08,313.45,-0.00012187152265349696
1987-09-18,314.86,250.29636223999998,4.142002941359196,0.4720923555990602,0.5279076444009371,green,314.86,316.99,314.86,-0.0005664641664918115
1987-09-21,310.54,250.5275032,4.311902794291237,0.28542773300213303,0.7145722669978642,green,310.54,317.66,310.12,-0.014159545878074399
1987-09-22,319.5,250.75925087999997,4.637307654576675,0.1856977214816521,0.814302278518345,green,319.5,319.51,308.69,0.028100388419963807
1987-09-23,321.19,250.99166736,4.5409422718478405,0.32044426344478205,0.6795557365552153,green,321.19,321.83,319.12,0.004931406675481228
1987-09-24,319.72,251.22478719999998,4.458395158255447,0.3788885879016192,0.6211114120983782,green,319.72,322.01,319.12,-0.004931403424467128
1987-09-25,320.16,251.45857711999997,4.357975400342674,0.40187152276343074,0.5981284772365667,green,320.16,320.55,318.1,0.001031090233053479
1987-09-28,323.2,251.69299456,4.398576630325539,0.4017313989517452,0.5982686010482524,green,323.2,325.33,320.16,0.00910628796690884
1987-09-29,321.69,251.92798352,4.396647798809263,0.39476761960851875,0.605232380391479,green,321.69,324.63,320.27,-0.005027145591401256
1987-09-30,321.83,252.16355296,4.295315408868797,0.36671918774649076,0.6332808122535067,green,321.83,322.53,320.16,9.093907425908538e-05
1987-10-01,327.33,252.39976704,4.356049638425357,0.28222588118709285,0.7177741188129043,green,327.33,327.34,321.83,0.01660121267152934
1987-10-02,328.07,252.63665360000002,4.224247156504087,0.26040858086058405,0.7395914191394131,green,328.07,328.94,327.22,0.001913996068913338
1987-10-05,328.08,252.87416416000002,4.137034798678884,0.19455906965457634,0.8054409303454207,green,328.08,328.57,326.09,-0.00031368700944042234
1987-10-06,319.22,253.11221695999998,4.375683058744938,0.010697202582090021,0.9893027974179072,green,319.22,328.08,319.17,-0.027721128673988637
1987-10-07,318.54,253.35080832,4.337398905807692,0.013699053611764317,0.9863009463882328,green,318.54,319.39,315.78,-0.0024766322753341074
1987-10-08,314.16,253.5898848,4.486528960517307,0.011302862903432612,0.9886971370965645,green,314.16,319.34,312.02,-0.014189813398438344
1987-10-09,311.07,253.82940912,4.465702512491442,0.010958074111732798,0.9890419258882642,green,311.07,315.04,310.97,-0.010228610876041395
1987-10-12,309.39,254.06923472,4.4079173868668695,0.009162123069166151,0.990837876930831,green,309.39,311.07,307.76,-0.005759518086769741
1987-10-13,314.52,254.30941904,4.444521517523525,0.0024169477448344385,0.9975830522551626,green,314.52,314.53,309.39,0.01610088228267776
1987-10-14,305.23,254.5498528,4.70929544164735,4.3875095461446246e-06,0.9999956124904507,green,305.23,314.52,304.78,-0.030326244189110948
1987-10-15,298.08,254.79053023999998,4.831830669564984,9.867726141576548e-06,0.9999901322738554,green,298.08,305.23,298.07,-0.024047851770055688
1987-10-16,282.7,255.03119872000002,5.460239136086736,9.620015343708203e-14,0.9999999999999005,green,282.7,298.92,281.52,-0.05331980999831369
1987-10-19,224.84,255.27090464,8.080727179282398,6.940986843857313e-190,0.9999999999999969,red,224.84,282.7,224.83,-0.2293413944102793
1987-10-20,236.83,255.50974704,8.520190820318279,4.053539078942038e-13,0.9999999999995914,red,236.83,238.26,221.39,0.051609378196148865
1987-10-26,227.67,256.4590856,9.987052174341866,1.0145160412438084e-29,0.9999999999999969,red,227.67,248.22,227.26,-0.08676240546198485
1987-10-27,233.19,256.69417968,9.994699565624774,4.327665555272141e-05,0.9999567233444441,red,233.19,237.81,227.67,0.02361219198172656
1987-10-28,233.28,256.9282768,10.109464587343536,0.0011187499347163395,0.9988812500652806,red,233.28,238.58,226.29,4.170906543276236e-05
1987-10-29,244.77,257.1615088,10.274491357976359,3.595889747764375e-11,0.9999999999640379,red,244.77,246.69,233.28,0.047735377443894354
1987-11-09,243.17,258.77400976,9.571032617472499,1.5947737756841631e-06,0.9999984052262209,red,243.17,250.41,243.01,-0.02968295515539857
1987-11-10,239.0,259.00139343999996,9.368980986598874,0.00016766074789823534,0.9998323392520984,red,239.0,243.17,237.64,-0.01764140313305263
1987-11-11,241.9,259.22800224,9.14353193726893,0.00045464010254585535,0.9995453598974506,red,241.9,243.86,239.0,0.011716697839886454
1987-11-12,248.52,259.45398848,9.086355340405484,4.2088821768617666e-05,0.999957911178228,red,248.52,249.9,241.9,0.02665473973495005
1987-11-13,245.64,259.67955056,8.82103757338521,0.0020379101885014813,0.997962089811495,red,245.64,249.42,245.64,-0.012000443578919969
1987-11-16,246.76,259.90468,8.592985694715951,0.0036604325008962714,0.9963395674991002,red,246.76,249.24,244.98,0.0042049870356323325
1987-11-17,243.04,260.12915807999997,8.454836409980153,0.002343081368561373,0.9976569186314351,red,243.04,243.41,240.93,-0.015534333338547804
1987-11-18,245.55,260.35290815999997,8.276094589481147,0.0022497124522487246,0.9977502875477477,red,245.55,245.55,240.67,0.009930385793180023
1987-11-19,240.05,260.57582127999996,8.15478986000709,0.0009510746042668652,0.9990489253957298,red,240.05,245.55,239.7,-0.022997525352904405
1987-11-20,242.0,260.79789968,8.052550367006736,0.005883422908696988,0.9941165770912995,red,242.0,242.0,235.89,0.007746323335101463
1987-11-23,242.99,261.01911264,7.7744228486564,0.007682033328332217,0.9923179666716645,red,242.99,242.99,240.5,0.003738396229105823
1987-11-24,246.39,261.23950656,7.631701706223581,0.005472590911582182,0.9945274090884145,red,246.39,247.9,242.98,0.013551188345212567
1987-11-25,244.1,261.45910416000004,7.373116620912401,0.0041498988394851,0.9958501011605118,red,244.1,246.54,244.08,-0.009681836865844796
1987-11-27,240.34,261.67768128,7.193460789866781,0.0012215206311653043,0.9987784793688315,red,240.34,244.12,240.34,-0.015867557760405028
1987-11-30,230.3,261.89506783999997,7.561787750373442,8.298990285816773e-09,0.9999999917010063,red,230.3,240.34,225.78,-0.04301594850105784
1987-12-01,232.0,262.11133712000003,7.36969836285477,0.0022324982849473308,0.9977675017150491,red,232.0,234.02,230.3,0.007010396995090108
1987-12-02,233.45,262.32657439999997,7.213713444712032,0.002323815270667523,0.9976761847293291,red,233.45,234.56,230.31,0.005886381906041047
1987-12-03,225.21,262.54067888000003,7.28752777247643,5.207234005076134e-07,0.999999479276596,red,225.21,233.9,225.21,-0.03627878900853294
1987-12-04,223.92,262.7536968,7.149651383852609,0.0008647329696485835,0.9991352670303479,red,223.92,225.77,221.24,-0.006088622890382038
1987-12-07,228.76,262.9657032,7.0346688146599785,9.052386665152675e-05,0.999909476133345,red,228.76,228.77,223.92,0.021040405995346463
1987-12-08,234.91,263.17691904000003,6.9944353739269784,6.657715400313879e-06,0.9999933422845961,red,234.91,234.92,228.69,0.026184875173943217
1987-12-09,238.89,263.38741232,6.957713605230628,0.00013450306110428852,0.9998654969388923,red,238.89,240.09,233.83,0.016456565027155968
1987-12-10,233.57,263.59705696000003,6.9423279249690975,5.692333207589155e-05,0.9999430766679206,red,233.57,240.05,233.4,-0.022865544732643798
1987-12-11,235.32,263.80582576,6.701711528720642,0.0007666752963049222,0.9992333247036917,red,235.32,235.48,233.35,0.007120304102234057
1987-12-14,242.19,264.01392272000004,6.731625952284611,1.674063626848784e-05,0.999983259363728,red,242.19,242.34,235.04,0.02843208423423129
1987-12-15,242.8,264.22134464000004,6.609044654670382,0.0011413185142707942,0.9988586814857258,red,242.8,245.59,241.31,0.00217134926571023
1987-12-16,248.08,264.42805872,6.544092421936862,0.00011519334319966162,0.9998848066567969,red,248.08,248.11,242.8,0.021169047762284947
1987-12-17,242.98,264.63402288000003,6.498887800840018,5.662761486835295e-05,0.9999433723851283,red,242.98,248.6,242.96,-0.021116307210223322
1987-12-18,249.16,264.83944448,6.483943410798018,0.00024366268678505885,0.9997563373132116,red,249.16,249.18,242.98,0.024771957114775662
1987-12-21,249.54,265.0443336,6.257246240258117,0.011929676461511815,0.9880703235384849,red,249.54,250.25,248.3,0.001179794752290751
1987-12-22,249.95,265.24870096,6.092383928245211,0.014764982235010634,0.9852350177649859,red,249.95,249.97,247.01,0.0012975070320896589
1987-12-23,253.16,265.45264288,5.957764731832951,0.011842417795308337,0.9881575822046884,red,253.16,253.35,249.95,0.012416634202927336
1987-12-24,252.02,265.65620336,5.733876495241303,0.009395970714692689,0.9906040292853041,red,252.02,253.16,251.68,-0.004857418310193823
1987-12-28,245.57,265.85931392,5.838682670479239,0.0008109102914920877,0.9991890897085047,red,245.57,252.02,244.19,-0.026270578311144016
1987-12-29,244.59,266.06187232,5.626748536955277,0.003923775163206021,0.9960762248367909,red,244.59,245.88,244.28,-0.00434286747664597
1987-12-30,247.86,266.26365392,5.518911110107513,0.0037510018380300814,0.9962489981619667,red,247.86,248.06,244.59,0.012936563449177834
1987-12-31,247.08,266.46459760000005,5.374965554602138,0.003658092306296046,0.9963419076937008,red,247.08,247.86,245.22,-0.0034960676536643265
1988-01-04,255.94,266.66476112000004,5.57421727687203,5.840417986145834e-06,0.9999941595820109,red,255.94,256.44,247.08,0.03488670333715029
1988-01-05,258.63,266.86413696000005,5.587506413028427,0.0038443982552297624,0.9961556017447671,red,258.63,261.78,255.94,0.010111259035896894
1988-01-06,258.89,267.06268192,5.4386310923770065,0.006196181730257978,0.993803818269739,red,258.89,259.79,257.18,0.0006606243252358788
1988-01-07,261.07,267.26040656,5.423699537758155,0.00447083014656234,0.9955291698534346,red,261.07,261.32,256.18,0.008041141693012777
1988-01-08,243.4,267.45705392,6.058514560870248,2.551788151287706e-19,0.9999999999999971,red,243.4,261.07,242.95,-0.07042655788861034
1988-01-11,247.49,267.65259151999993,6.077588832826735,0.0023388327109365764,0.9976611672890606,red,247.49,247.51,241.07,0.016319828754031627
1988-01-12,245.42,267.84688064,6.125209391185399,0.009287280712134178,0.9907127192878631,red,245.42,247.49,240.46,-0.008743316448277139
1988-01-13,245.81,268.03987440000003,6.210948921626128,0.012941402095448095,0.9870585979045492,red,245.81,249.25,241.41,0.001243683393928008
1988-01-14,245.88,268.2314392,6.051901475544822,0.01107134701859224,0.9889286529814052,red,245.88,247.0,243.97,-5.9435592670457676e-05
1988-01-15,252.05,268.42169552,6.137806401767582,0.0015254168080573447,0.99847458319194,red,252.05,253.65,245.88,0.024439700645244755
1988-01-18,251.88,268.61071392,5.974916081679204,0.0037797345934130807,0.9962202654065843,red,251.88,252.86,249.98,-0.001018864752673839
1988-01-19,249.32,268.79827456,5.905170277595245,0.002643020692938578,0.9973569793070587,red,249.32,253.33,248.75,-0.010559739524440403
1988-01-20,242.63,268.98443104,6.018911763715483,0.00044996317933986447,0.9995500368206575,red,242.63,249.32,241.14,-0.027543730574396037
1988-01-21,243.14,269.16921487999997,5.921966175529709,0.011888977842947226,0.9881110221570503,red,243.14,244.25,240.17,0.0017555920721699825
1988-01-22,246.5,269.352532,5.793867866753224,0.014690509595843698,0.9853094904041537,red,246.5,246.5,243.14,0.013380416510504594
1988-01-25,252.17,269.53445952,5.822674473415563,0.019460333496944298,0.980539666503053,red,252.17,252.87,246.5,0.022397301916281483
1988-01-26,249.57,269.71502784,5.685040749744784,0.14312908356856674,0.8568709164314304,red,249.57,252.17,249.1,-0.010708194124299094
1988-01-27,249.38,269.89422032000004,5.626788712257546,0.2571563770544651,0.7428436229455321,red,249.38,253.02,248.5,-0.0011057672401032248
1988-01-28,253.29,270.0720264,5.559449276644669,0.29726165291013046,0.7027383470898666,red,253.29,253.66,249.38,0.015213071936477137
1988-01-29,257.07,270.24852943999997,5.499976812812436,0.39693514936439767,0.6030648506355992,red,257.07,257.07,252.7,0.01446917615507561
1988-02-01,255.04,270.4235976,5.391977972171813,0.5980222879831907,0.40197771201680627,pink,255.04,258.27,254.93,-0.008272193591849952
1988-02-02,255.57,270.5972176,5.286379073563221,0.7255722264617361,0.2744277735382607,pink,255.57,256.08,252.8,0.0017317812763813383
1988-02-03,252.21,270.7693664,5.3430601198850605,0.7719785181863534,0.22802148181364323,pink,252.21,256.98,250.56,-0.013578438752177862
1988-02-04,252.21,270.94010496,5.210407113890808,0.849960882999007,0.1500391170009897,pink,252.21,253.03,250.34,-0.0003441678445951158
1988-02-05,250.96,271.10953503999997,5.097386758196267,0.8772290364114126,0.12277096358858394,pink,250.96,253.85,250.9,-0.005312677777456821
1988-02-08,249.1,271.2775856,4.999517420286454,0.8876234497478068,0.11237655025218979,pink,249.1,250.96,247.82,-0.007783309458883472
1988-02-09,251.72,271.44440303999994,4.902541549272131,0.8911748707638374,0.10882512923615913,pink,251.72,251.72,248.66,0.010118768545981758
1988-02-10,256.66,271.60989279999995,4.9174144718085255,0.8931092037467258,0.10689079625327107,pink,256.66,256.92,251.72,0.01909072531302657
1988-02-11,255.95,271.7738976,4.804043748218098,0.9450788946789762,0.05492110532102046,pink,255.95,257.77,255.12,-0.0031143067572900426
1988-02-12,257.63,271.93648496,4.714341560807194,0.9652080887622805,0.03479191123771628,pink,257.63,258.86,255.85,0.006198166328474464
