Date,Close,TMA,ATR,low_var,high_var,color,Open,High,Low,LN_return_excess
1980-01-24,113.7,100.25313872000001,0.6418580973370259,0.9972350389206502,0.0027649610793254557,blue,113.7,113.7,113.7,0.0022893379727154904
1980-01-25,113.61,100.28051024,0.6142651924701747,0.9980600821884322,0.0019399178115433802,blue,113.61,113.61,113.61,-0.000791870174644961
1980-01-28,114.85,100.30792783999999,0.6455519328466657,0.9978274336527632,0.0021725663472125087,blue,114.85,114.85,114.85,0.010855398553330004
1980-01-29,114.07,100.33540672,0.6522743362043324,0.9982394420298875,0.0017605579700880059,blue,114.07,114.07,114.07,-0.006814634095259972
1980-01-30,115.2,100.36296208,0.6761606193941162,0.9983415681630796,0.0016584318368960225,blue,115.2,115.2,115.2,0.009857453221956526
1980-01-31,115.12,100.39062064000001,0.6943525884244107,0.9988333283768227,0.0011666716231529418,blue,115.12,114.16,114.16,-0.0006946856826340453
1980-02-01,115.12,100.41843552,0.6596349590031901,0.9986815994900182,0.001318400509957358,blue,115.12,115.12,115.12,0.0
1980-02-04,114.37,100.44638752,0.6641532110530306,0.9977123510812844,0.0022876489186912496,blue,114.37,114.37,114.37,-0.006536255785984751
1980-02-05,114.66,100.47450624,0.6454455505003787,0.9959668778625232,0.004033122137452384,blue,114.66,114.66,114.66,0.002532420687116327
1980-02-06,115.72,100.50277344,0.6661732729753599,0.9911675722509335,0.008832427749041818,blue,115.72,115.72,115.72,0.009202252627660272
1980-02-07,116.28,100.53119392,0.660864609326592,0.9849546611598233,0.015045338840152054,blue,116.28,116.28,116.28,0.004827595582759009
1980-02-08,117.95,100.55978047999999,0.7113213788602625,0.9704974364229229,0.029502563577052554,blue,117.95,117.95,117.95,0.014259730162990078
1980-02-11,117.12,100.58848448,0.7172553099172493,0.9642673028097138,0.03573269719026173,blue,117.12,117.12,117.12,-0.00706175564066986
1980-02-12,117.9,100.6173184,0.7203925444213869,0.9515957221472386,0.04840427785273674,blue,117.9,117.9,117.9,0.006637757330349926
1980-02-13,118.44,100.64628944,0.7113729172003171,0.9264082408960962,0.07359175910387925,blue,118.44,118.44,118.44,0.004569695690109253
1980-02-14,116.72,100.67537152,0.7618042713403013,0.8672301690990374,0.13276983090093813,blue,116.72,116.72,116.72,-0.014628599018860662
1980-02-15,115.41,100.70452096000001,0.7892140577732862,0.8396223173091298,0.16037768269084562,blue,115.41,115.41,115.41,-0.011286898782199585
1980-02-19,114.6,100.73374960000001,0.790253354884622,0.8129489189924529,0.18705108100752268,blue,114.6,114.6,114.6,-0.007043201151680999
1980-02-20,116.47,100.76309871999999,0.8442406871403911,0.7618919354031076,0.23810806459686804,blue,116.47,116.47,116.47,0.016185924833969793
1980-02-21,115.28,100.79255599999999,0.8615286527833714,0.7485458468350423,0.2514541531649332,blue,115.28,115.28,115.28,-0.010269777423284021
1980-02-22,115.04,100.82212351999999,0.8304522201442026,0.731909938442958,0.2680900615570176,blue,115.04,115.04,115.04,-0.0020840577185593837
1980-02-25,113.33,100.85182527999999,0.8744296091369929,0.6801271975778244,0.3198728024221512,blue,113.33,113.33,113.33,-0.014975977227832863
1980-02-26,113.98,100.88166896,0.8632081286801435,0.6595622312257943,0.34043776877418136,blue,113.98,113.98,113.98,0.005719077661966952
1980-02-27,112.38,100.91160032000002,0.9000477222461368,0.6107735916446021,0.38922640835537353,blue,112.38,112.38,112.38,-0.014137008722753728
1980-02-28,112.35,100.94162399999999,0.8565453361338301,0.5862434456590989,0.4137565543408766,blue,112.35,112.35,112.35,-0.0002669870526715027
1980-02-29,113.66,100.97173376,0.8792180693271388,0.5114325352158321,0.48856746478414326,blue,113.66,113.66,113.66,0.011592537237594229
1980-03-03,112.5,101.00191792000001,0.8932571658607816,0.4418445646119163,0.558155435388059,green,112.5,112.5,112.5,-0.010258314224453044
1980-03-04,112.78,101.03217856,0.8625943075677427,0.3593136872171018,0.6406863127828737,green,112.78,112.78,112.78,0.002485796734572409
1980-03-05,111.13,101.06245392,0.9019645921893558,0.14144198462232366,0.858558015377652,green,111.13,111.13,111.13,-0.01473833118151929
1980-03-06,108.65,101.092712,0.9808663625798875,0.03676554631840652,0.9632344536815691,green,108.65,108.65,108.65,-0.022568980495077298
1980-03-07,106.9,101.12291695999998,1.0193230444508932,0.03434152796933015,0.9656584720306454,green,106.9,106.9,106.9,-0.016237888671405232
1980-03-10,106.51,101.15306336,0.9878568922283485,0.039604935419999994,0.9603950645799756,green,106.51,106.51,106.51,-0.0036549405759611128
1980-03-11,107.78,101.18318672,1.001964047616931,0.0369829115561395,0.9630170884438362,green,107.78,107.78,107.78,0.011853235050329763
1980-03-12,106.87,101.2132776,0.9973658452360843,0.03457886204793458,0.9654211379520409,green,106.87,106.87,106.87,-0.008478969968522095
1980-03-13,105.62,101.24327296,1.0099975529742802,0.02779975685286656,0.972200243147109,green,105.62,105.62,105.62,-0.011765395258060984
1980-03-14,105.43,101.27315279999999,0.968997675325566,0.02124423594228244,0.9787557640576929,green,105.43,105.43,105.43,-0.0018005216899703576
1980-03-18,104.1,101.33245984000001,1.1170954019813228,0.0009449479736581562,0.9990550520263173,green,104.1,104.1,104.1,0.01783338596907906
1980-03-19,104.31,101.36188464,1.071740631882257,0.004536046153884668,0.995463953846091,green,104.31,104.31,104.31,0.002015259066974176
1980-03-20,103.12,101.39114239999999,1.077653600288144,0.004305489691946784,0.9956945103080288,green,103.12,103.12,103.12,-0.011473876056942207
1980-03-24,99.28,101.44906288,1.1625573742600503,0.0002760590619305092,0.9997239409380452,red,99.28,99.28,99.28,-0.03006327899453227
1980-03-25,99.19,101.47762592000001,1.108929505547048,0.014946340476552434,0.985053659523423,red,99.19,99.19,99.19,-0.0009069381384900152
1980-03-26,98.68,101.50592464,1.0789830302696952,0.018930783258059233,0.9810692167419162,red,98.68,98.68,98.68,-0.005154911096764287
1980-03-27,98.22,101.53398111999999,1.0480338787562107,0.017714295248768063,0.9822857047512071,red,98.22,98.22,98.22,-0.004672431050082582
1980-04-07,100.19,101.69808416000001,1.0725946388114558,0.07333602906563787,0.9266639709343372,red,100.19,100.19,100.19,-0.019373937992425056
1980-04-09,103.11,101.75116192,1.111491661527339,0.09877570645796152,0.9012242935420136,green,103.11,103.11,103.11,0.018697622676525014
1980-04-10,104.08,101.77754048000001,1.104417078450972,0.17637293692395575,0.8236270630760194,green,104.08,104.08,104.08,0.009363454674433449
1980-04-11,103.79,101.8038456,1.063696224528423,0.23271155262973436,0.7672884473702408,green,103.79,103.79,103.79,-0.0027902072270959647
1980-04-18,100.55,101.93405472,0.9682205962058139,0.21726988724718066,0.7827301127527946,red,100.55,100.55,100.55,-0.004960327630950078
1980-04-21,99.8,101.95978288,0.9573095663955232,0.14547824245526725,0.8545217575447079,red,99.8,99.8,99.8,-0.007486932901229735
1980-04-22,103.43,101.9854352,1.0909440880757475,0.018493148891649793,0.9815068511083257,green,103.43,103.43,103.43,0.03572687207231127
1980-04-23,103.73,102.01104560000002,1.05139688367196,0.5695724600137597,0.430427539986216,blue,103.73,103.73,103.73,0.002896314054062851
1980-04-24,104.4,102.0366248,1.0323270394883621,0.7844466620735822,0.21555333792639336,blue,104.4,104.4,104.4,0.006438306004829467
1980-04-25,105.16,102.06217072,1.0187106875139436,0.8936986256574407,0.10630137434253494,blue,105.16,105.16,105.16,0.007253324413151965
1980-04-28,105.64,102.087688,0.9917751531382466,0.9545644258470201,0.045435574152955405,blue,105.64,105.64,105.64,0.004554087567231064
1980-04-29,105.86,102.11318848,0.9531863954813342,0.980790842604235,0.019209157395740414,blue,105.86,105.86,105.86,0.0020803790008868646
1980-04-30,106.29,102.13867072,0.9270270757072678,0.9906013810564582,0.009398618943517074,blue,106.29,106.29,106.29,0.004053741115625441
1980-05-01,105.46,102.16415264,0.922175721921905,0.9945471061398269,0.00545289386014827,blue,105.46,105.46,105.46,-0.007839473443192807
1980-05-02,105.58,102.18968992,0.88206693582581,0.9970392155092405,0.0029607844907346666,blue,105.58,105.58,105.58,0.0011372252931213325
1980-05-05,106.38,102.21531104,0.8779635890345194,0.9976584120518719,0.0023415879481032947,blue,106.38,106.38,106.38,0.007548629918678433
1980-05-06,106.25,102.24101856,0.8405654095827932,0.9979550452387266,0.0020449547612483637,blue,106.25,106.25,106.25,-0.0012227815096872447
1980-05-07,107.18,102.26686848,0.8450371391036539,0.9971666526524744,0.0028333473475006215,blue,107.18,107.18,107.18,0.008714856262207084
1980-05-08,106.13,102.29285344,0.8552852821484718,0.9962370320956458,0.003762967904329037,blue,106.13,106.13,106.13,-0.009844906292972374
1980-05-09,104.72,102.3189696,0.883021018041048,0.9954783649193372,0.004521635080637758,blue,104.72,104.72,104.72,-0.013374636172098754
1980-05-12,104.78,102.34519968000001,0.8418699671389958,0.9966040395519972,0.0033959604479776506,blue,104.78,104.78,104.78,0.0005727923784198674
1980-05-13,106.3,102.37155104,0.8757764687820458,0.9960889297482033,0.003911070251771473,blue,106.3,106.3,106.3,0.014402371367840287
1980-05-14,106.85,102.39799936,0.8594876453429434,0.9980171968193788,0.001982803180595867,blue,106.85,106.85,106.85,0.005160696417270932
1980-05-15,106.99,102.42453056,0.8235132630757963,0.9989286677369406,0.0010713322630340717,blue,106.99,106.99,106.99,0.0013093903853278403
1980-05-16,107.35,102.45112816,0.8003375999220065,0.9991750212076134,0.0008249787923613682,blue,107.35,107.35,107.35,0.0033591521742349214
1980-05-19,107.67,102.47778096,0.7763207199259066,0.9991146769031456,0.0008853230968292871,blue,107.67,107.67,107.67,0.0029764695028358344
1980-05-20,107.62,102.50450479999999,0.7400046839296112,0.9986654942741986,0.0013345057257760876,blue,107.62,107.62,107.62,-0.00046448976637117567
1980-05-21,107.72,102.53130416,0.7915044497331304,0.9972480325141256,0.0027519674858490386,blue,107.72,108.31,106.54,0.0009287638821688735
1980-05-22,109.01,102.55819647999999,0.8714292272464739,0.9933247217545199,0.00667527824545487,blue,109.01,109.73,107.34,0.011904353196830801
1980-05-23,110.62,102.58521472000001,0.9458577658841503,0.9907379898106471,0.009262010189327548,blue,110.62,111.37,109.01,0.014661283426308342
1980-05-27,111.4,102.61241408000001,0.9960648775899429,0.9916917415131677,0.008308258486806904,blue,111.4,112.3,110.35,0.007026422926649181
1980-05-28,112.06,102.63983504,1.0607616337104453,0.991187674607871,0.008812325392103668,blue,112.06,112.71,110.42,0.005907114643985383
1980-05-29,110.27,102.667452,1.146723552024923,0.9884963620013248,0.011503637998649775,blue,110.27,112.64,109.86,-0.016102538366598095
1980-05-30,111.24,102.69530448,1.2233873744236765,0.9912279260342178,0.008772073965756669,blue,111.24,111.55,108.87,0.008758125595156176
1980-06-02,110.76,102.72331263999999,1.266718005702493,0.9930224412075879,0.006977558792386673,blue,110.76,112.15,110.06,-0.004324331063046468
1980-06-03,110.51,102.75144624,1.296382105417368,0.9926374295035063,0.007362570496468405,blue,110.51,111.63,109.77,-0.0022596837020475145
1980-06-04,112.61,102.77971712,1.3930630001464999,0.9892435846336343,0.010756415366340508,blue,112.61,113.45,110.22,0.018824507108241267
1980-06-05,112.78,102.80813792000001,1.4479098501391747,0.9952742924579747,0.004725707542000137,blue,112.78,114.38,111.89,0.0015084966700693598
1980-06-06,113.2,102.83670048,1.4705143576322164,0.997411640971314,0.0025883590286609106,blue,113.2,114.01,112.11,0.003717147390094008
1980-06-09,113.71,102.86536464,1.4884886397506054,0.9981136385410048,0.001886361458970187,blue,113.71,114.51,112.68,0.004495181867591738
1980-06-10,114.66,102.89414816000001,1.530564207763075,0.9980752534838818,0.001924746516093108,blue,114.66,115.5,113.17,0.008319879843581261
1980-06-11,116.02,102.92307744,1.5750359973749215,0.9980144678233552,0.00198553217661969,blue,116.02,116.64,114.22,0.011791362557684064
1980-06-12,115.52,102.95213232,1.6327841975061759,0.9989046073577798,0.0010953926421951791,blue,115.52,117.01,114.28,-0.004318914893407891
1980-06-13,115.81,102.9813264,1.6646449876308669,0.9992998428045765,0.0007001571953985475,blue,115.81,116.94,114.67,0.002507242051735888
1980-06-16,116.09,103.0106672,1.6824127382493235,0.9994054402854737,0.0005945597145014741,blue,116.09,116.8,114.78,0.0024148351536827524
1980-06-17,116.03,103.04014592000001,1.6992921013368574,0.9993221351561639,0.0006778648438113376,blue,116.03,116.8,114.78,-0.0005169739905284856
1980-06-18,116.26,103.06973152,1.6888274962700147,0.9989099895999237,0.0010900104000514945,blue,116.26,116.26,114.77,0.001980283913780805
1980-06-19,114.66,103.09938688,1.726886121456514,0.9977741020934824,0.0022258979064927577,blue,114.66,116.81,114.36,-0.013857834792917512
1980-06-20,114.06,103.12912672,1.7295418153836883,0.9983971632671357,0.0016028367328393724,blue,114.06,114.9,113.12,-0.0052466017518242305
1980-06-23,114.51,103.15897472000002,1.7395647246145043,0.9984904370448241,0.0015095629551510855,blue,114.51,115.28,113.35,0.0039375296968509575
1980-06-24,115.14,103.18892079999999,1.7520864883837788,0.9979478205917327,0.0020521794082424805,blue,115.14,115.75,113.76,0.005486623822372759
1980-06-25,116.72,103.21896624,1.7794821639645904,0.9966168817288782,0.0033831182710969366,blue,116.72,117.37,115.07,0.013629124966899768
1980-06-26,116.19,103.24908592000001,1.8105080557663613,0.9971616706783648,0.002838329321610402,blue,116.19,117.98,115.58,-0.00455112201976583
1980-06-27,116.0,103.27930704,1.8164826529780433,0.9966634919334553,0.003336508066520076,blue,116.0,116.93,115.0,-0.0016365910884115493
1980-06-30,114.24,103.30960736000002,1.8221585203291415,0.9942566103197313,0.005743389680243929,blue,114.24,116.93,115.0,-0.015288692515086858
1980-07-01,114.93,103.33999312000002,1.8265505943126843,0.9952993610511396,0.004700638948835787,blue,114.93,115.45,113.54,0.006021748789406382
1980-07-02,115.68,103.37044879999999,1.83922306459705,0.9951181920495449,0.004881807950430644,blue,115.68,116.44,114.36,0.006504511029755386
1980-07-03,117.46,103.40098064,1.8627619113671976,0.993773856507088,0.006226143492887352,blue,117.46,117.8,115.49,0.015270091683971077
1980-07-07,118.29,103.43161072,1.8641238157988376,0.9959329495733337,0.004067050426641645,blue,118.29,118.85,116.96,0.0070413864633221464
1980-07-08,117.84,103.46237104,1.8729176250088961,0.9970310060302934,0.002968993969682103,blue,117.84,119.11,117.07,-0.003811464403279177
1980-07-09,117.98,103.49329743999999,1.9002717437584515,0.9968892236071007,0.0031107763928747926,blue,117.98,119.52,117.1,0.0011873464205707127
1980-07-10,116.95,103.52437072000001,1.9147581565705287,0.9950736607585918,0.0049263392413838895,blue,116.95,118.57,116.38,-0.008768625544694975
1980-07-11,117.84,103.55561168,1.9235202487420018,0.9926615348684856,0.007338465131490196,blue,117.84,118.38,116.29,0.007581279124228331
1980-07-14,120.01,103.58708272000001,1.9733442363049019,0.9884437345048905,0.011556265495085205,blue,120.01,120.37,117.45,0.018247300489028846
1980-07-15,119.3,103.61877248,2.010177024489657,0.9927345383645996,0.00726546163537615,blue,119.3,121.56,118.85,-0.005933743539483926
1980-07-16,119.63,103.65068832,2.026168173265174,0.9945319830622864,0.005468016937689441,blue,119.63,120.87,118.54,0.0027623170789218055
1980-07-17,121.44,103.682864,2.043859764601915,0.994182955961473,0.005817044038502935,blue,121.44,121.81,119.43,0.01501666746451063
1980-07-18,122.04,103.71532672000001,2.0571667763718193,0.9972359701437998,0.002764029856176038,blue,122.04,123.19,120.88,0.0049285462011982315
1980-07-21,122.51,103.7480792,2.069308437553229,0.998624958293065,0.0013750417069108433,blue,122.51,123.15,120.85,0.003843799457637677
1980-07-22,122.19,103.78108816,2.0918430156755683,0.9992098924693377,0.0007901075306381224,blue,122.19,123.9,121.38,-0.0026154489776642866
1980-07-23,121.93,103.81435968000001,2.10375086489179,0.9994153120209466,0.0005846879790292376,blue,121.93,123.26,120.93,-0.0021301007562452164
1980-07-24,121.79,103.8478912,2.1060633216472007,0.9994239846326017,0.0005760153673742729,blue,121.79,122.98,120.83,-0.0011488594731914302
1980-07-25,120.78,103.88170112,2.1017601555648406,0.9992164191859138,0.0007835808140621669,blue,120.78,121.96,119.94,-0.008327541219284876
1980-07-28,121.43,103.91578816,2.1086721477865984,0.9992712303719068,0.0007287696280692089,blue,121.43,122.02,119.78,0.005367256186017725
1980-07-29,122.4,103.95016288000001,2.1147385403972683,0.9992479942993275,0.0007520057006483699,blue,122.4,122.99,120.76,0.007956405012513388
1980-07-30,122.23,103.98481887999999,2.1475016133774054,0.9994434640590892,0.0005565359408866803,blue,122.23,123.93,121.16,-0.0013898542890654192
1980-07-31,121.67,104.01975648,2.187126532708535,0.9994444582844275,0.000555541715548514,blue,121.67,122.34,119.4,-0.004592053989790081
1980-08-01,121.21,104.05496784000002,2.193770206073108,0.9994124573344061,0.0005875426655698032,blue,121.21,122.38,120.06,-0.0037878833169531397
1980-08-04,120.98,104.09039264,2.1945816957694526,0.9992657377771141,0.0007342622228616849,blue,120.98,121.63,119.42,-0.0018993358036212599
1980-08-05,120.74,104.12602128,2.19285261098098,0.9987635994225201,0.0012364005774556286,blue,120.74,122.09,119.93,-0.0019857693104508205
1980-08-06,121.55,104.16188256000001,2.186709980431931,0.9973903677088333,0.0026096322911425057,blue,121.55,122.01,119.94,0.006686227393857064
1980-08-07,123.3,104.19797344,2.2028744814103347,0.9950090877707004,0.004990912229275462,blue,123.3,123.84,121.33,0.014294709408123114
1980-08-08,123.61,104.23427904,2.2132307573398187,0.9952629594587042,0.004737040541271544,blue,123.61,125.23,122.82,0.002511037729391362
1980-08-11,124.78,104.27082176,2.2255692194728285,0.993525216599783,0.00647478340019288,blue,124.78,125.31,122.85,0.009420738782950792
1980-08-12,123.79,104.30755679999999,2.151290758499187,0.991453362867612,0.00854663713236397,blue,123.79,125.1,124.36,-0.00796560513887487
1980-08-13,123.28,104.34446768000001,2.302726220574228,0.9878477266863801,0.01215227331359584,blue,123.28,127.67,122.49,-0.004128390531873408
1980-08-14,125.25,104.38158591999999,2.3345899095455165,0.9783935399197051,0.021606460080270815,blue,125.25,125.62,122.68,0.01585354895308243
1980-08-15,125.72,104.41891168,2.472860414068241,0.9773706802684086,0.022629319731567493,blue,125.72,129.61,124.51,0.0037454719644126333
1980-08-18,123.39,104.45640784,2.494217393364829,0.9708317112851101,0.02916828871486595,blue,123.39,125.28,122.82,-0.018707141018919262
1980-08-19,122.6,104.49405632,2.396506523696588,0.978511127736566,0.02148887226341002,blue,122.6,123.34,122.85,-0.006423047408352012
1980-08-20,123.77,104.53187232,2.3946811975117583,0.9816541900001847,0.01834580999979135,blue,123.77,124.27,121.91,0.009497981049806923
1980-08-21,125.46,104.56987471999999,2.3939471376361703,0.9838556777666152,0.01614432223336093,blue,125.46,125.99,123.61,0.013561978116673775
1980-08-22,126.02,104.60805695999998,2.3942497807543615,0.9897681261627163,0.01023187383725979,blue,126.02,127.58,125.18,0.004453641845307154
1980-08-25,125.16,104.64640576,2.372537291716644,0.9917553826560171,0.008244617343958888,blue,125.16,126.28,124.32,-0.006847705713212225
1980-08-26,124.84,104.68492224,2.2824104271308117,0.9921130940588185,0.007886905941157816,blue,124.84,125.63,125.06,-0.0025600013980604497
1980-08-27,123.52,104.72359824,2.270789905774271,0.9896710049073061,0.010328995092670334,blue,123.52,124.98,122.93,-0.010629831126134553
1980-08-28,122.08,104.76241536,2.272250410485557,0.9875101492725559,0.012489850727420641,blue,122.08,123.91,121.61,-0.011726518740336506
1980-08-29,122.38,104.80144623999999,2.2576378899612797,0.9865299336939712,0.013470066306005349,blue,122.38,123.04,121.06,0.0024543904982068225
1980-09-02,123.74,104.8407608,2.204755995463216,0.9809291960862404,0.019070803913736275,blue,123.74,123.58,122.42,0.011051632068499942
1980-09-03,126.12,104.88038576,2.1645181956900554,0.9758463075047278,0.02415369249524886,blue,126.12,125.14,124.29,0.019051244574067046
1980-09-04,125.42,104.92028416,2.1237922859055525,0.9850413284949903,0.01495867150498652,blue,125.42,127.08,125.73,-0.0055657295619624975
1980-09-05,124.88,104.96042064000001,2.0506026716102745,0.9889602469448073,0.01103975305516949,blue,124.88,125.4,124.76,-0.00431482890764798
1980-09-08,123.31,105.00079120000001,1.9950725380297605,0.9895734822790667,0.010426517720910133,blue,123.31,124.95,124.01,-0.012651766324718303
1980-09-09,124.07,105.04137824,2.0243189111282724,0.9921120529810792,0.00788794701889778,blue,124.07,124.52,121.94,0.006144412572314729
1980-09-10,124.81,105.08217696000001,2.040602965571859,0.9926983231862369,0.007301676813740051,blue,124.81,125.95,123.6,0.005946658475557024
1980-09-11,125.66,105.1231464,2.0530728172932666,0.9915672893292993,0.008432710670677749,blue,125.66,126.48,124.19,0.00678726604440231
1980-09-12,125.54,105.16426928,2.0519191764286036,0.9885341375708177,0.011465862429159436,blue,125.54,126.75,124.72,-0.0009554140854191841
1980-09-15,125.67,105.20557728,1.9873232176071736,0.9789950167326289,0.02100498326734821,blue,125.67,125.24,124.78,0.0010349907376573742
1980-09-16,126.74,105.2470776,2.019457056726815,0.9525964560097522,0.047403543990224825,blue,126.74,127.78,125.15,0.008478320268274374
1980-09-17,128.87,105.28873328,2.0709842038904744,0.9122584062706552,0.08774159372932175,blue,128.87,129.62,126.57,0.016666400404951938
1980-09-18,128.4,105.33055024,2.01993499369595,0.9030589141594422,0.09694108584053482,blue,128.4,129.6,128.55,-0.003653753044428778
1980-09-19,129.25,105.37255424000001,1.9799382440111526,0.875632791518283,0.12436720848169398,blue,129.25,129.51,128.29,0.006598122132673729
1980-09-22,130.4,105.41476623999999,1.9364413318105942,0.8214222369618144,0.1785777630381624,blue,130.4,129.64,128.53,0.008858136103984178
1980-09-23,129.43,105.45717104,1.885619265220064,0.742070235364482,0.25792976463549494,blue,129.43,131.19,130.27,-0.0074664550381569545
1980-09-24,130.37,105.4997824,1.8438383019590614,0.6024712816274586,0.39752871837251846,blue,130.37,130.36,129.31,0.007236367220299463
1980-09-25,128.72,105.54259664,1.9216463868611087,0.3505684317327432,0.649431568267234,green,128.72,131.53,128.13,-0.012737058990602372
1980-09-26,126.35,105.58560752,1.955564067518053,0.16262098597797428,0.8373790140220028,green,126.35,127.45,126.12,-0.018583668849953407
1980-09-29,123.54,105.62874047999999,1.9822858641421501,0.13156785843060956,0.8684321415693675,green,123.54,124.57,123.86,-0.022490843566404704
1980-09-30,125.46,105.67203024,2.0106715709350427,0.1578389971246105,0.8421610028753665,green,125.46,126.09,123.54,0.015421992400802994
1980-10-01,127.13,105.71550208000001,1.97563799238829,0.22522099591228584,0.7747790040876913,green,127.13,126.46,125.15,0.013223202293438006
1980-10-02,128.09,105.75912512,2.015856092768875,0.32541381837255384,0.6745861816274232,green,128.09,128.82,126.04,0.007522956880984243
1980-10-03,129.33,105.80298752,1.9915632881304315,0.3818116794377587,0.6181883205622184,green,129.33,129.62,128.5,0.009634135584157882
1980-10-06,131.73,105.84722352,1.9934851237239102,0.4241502443456114,0.5758497556543657,green,131.73,131.36,130.09,0.018387095814538623
1980-10-07,131.0,105.89185888,1.9588108675377138,0.6672772914244198,0.3327227085755572,blue,131.0,132.2,130.9,-0.005557050040536793
1980-10-08,131.65,105.9368808,1.9133703241608289,0.7805693404460887,0.2194306595538883,blue,131.65,132.05,131.16,0.004949562741198021
1980-10-09,131.04,105.98227584,1.8502018079527875,0.8301763244518792,0.16982367554809782,blue,131.04,131.86,131.21,-0.00464426583753101
1980-10-10,130.29,106.02805584000001,1.886191717555148,0.8500891649874126,0.14991083501256453,blue,130.29,132.15,129.58,-0.005739884889875639
1980-10-13,132.03,106.07423552,1.8693821316773895,0.8564088135320373,0.14359118646793984,blue,132.03,131.67,130.12,0.01326643427629082
1980-10-14,132.02,106.12078624,1.8049130250935206,0.870112523808825,0.1298874761911522,blue,132.02,132.61,132.35,-7.57432304460333e-05
1980-10-15,133.7,106.16773152,1.7776673738388442,0.8693285786989338,0.1306714213010435,blue,133.7,133.28,132.32,0.012645057847321247
1980-10-16,132.22,106.21510096,1.7772840051469025,0.8727465274951202,0.12725347250485722,blue,132.22,135.08,133.31,-0.011131282202427251
1980-10-17,131.52,106.26290896,1.830919804889557,0.876538555811159,0.12346144418881831,blue,131.52,133.07,130.22,-0.0053082705975407325
1980-10-20,132.61,106.31116624,1.8978738146450798,0.8705679886246236,0.1294320113753539,blue,132.61,133.21,130.04,0.008253558381660487
1980-10-21,131.84,106.35983232,1.9644801239128253,0.8577109833564691,0.14228901664350832,blue,131.84,134.01,130.78,-0.005823423528313976
1980-10-22,131.92,106.40892992,1.9837561177171839,0.8269096283334717,0.17309037166650587,blue,131.92,132.97,130.62,0.0006066120901769839
1980-10-23,129.53,106.45837216,2.068068311831324,0.7397088476517072,0.2602911523482704,blue,129.53,132.54,128.87,-0.018283163709193823
1980-10-24,129.85,106.50821888000002,2.0901648962397585,0.7278380505250268,0.2721619494749507,blue,129.85,130.55,128.04,0.002467423566640145
