Date,regime,Volume,Open,High,Low,Close,ema_20,stddev_20,upper_band_1sd,lower_band_1sd,upper_band_1.5sd,lower_band_1.5sd,fib_level_0.236,fib_level_0.382,fib_level_0.618,short_ema,long_ema,MACD_line,signal_line,MACD_histogram,RSI
1980-01-14,blue,52930000,110.38,110.38,110.38,110.38,108.22553889656245,1.525945748363299,109.75148464492575,106.69959314819916,110.51445751910741,105.9366202740175,,,,108.57340300459707,108.10625115817274,0.46715184642432916,0.09654402384563207,0.37060782257869707,
1980-01-15,blue,52320000,111.14,111.14,111.14,111.14,108.50310662069937,1.7033746250078496,110.20648124570722,106.79973199569152,111.05816855821115,105.94804468318759,,,,108.9682640808129,108.33097329460439,0.63729078620851,0.20469337631820766,0.4325974098903023,
1980-01-16,blue,67700000,111.05,111.05,111.05,111.05,108.74566789491848,1.792746419013951,110.53841431393244,106.95292147590453,111.43478752343941,106.05654826639756,,,,109.28853114530322,108.53238268018924,0.7561484651139807,0.3149843940773623,0.4411640710366184,74.24581743415924
1980-01-17,blue,54170000,110.7,110.7,110.7,110.7,108.9317947620691,1.7996419734837508,110.73143673555285,107.13215278858536,111.63125772229473,106.23233180184347,,,,109.50568019987196,108.69294692610116,0.8127332737708031,0.4145341700160505,0.3981991037547526,69.60353538990412
1980-01-18,blue,47150000,111.07,111.07,111.07,111.07,109.13543335615776,1.8261994709556393,110.9616328271134,107.30923388520212,111.87473256259122,106.3961341497243,,,,109.74634478450704,108.86902493157515,0.8773198529318904,0.5070913065992184,0.370228546332672,71.62346943181042
1980-01-21,blue,48040000,112.1,112.1,112.1,112.1,109.41777303652368,1.9542172260007784,111.37199026252446,107.4635558105229,112.34909887552485,106.48644719752252,,,,110.10844558689057,109.10835641812514,1.0000891687654274,0.6056908790324602,0.3943982897329672,76.33752290807215
1980-01-22,blue,50620000,111.51,111.51,111.51,111.51,109.61703274733095,1.9600954225020124,111.57712816983296,107.65693732482895,112.55717588108396,106.67688961357794,,,,110.32406934275356,109.28625594270846,1.0378134000450956,0.6921153832349873,0.34569801681010826,69.2417054352884
1980-01-23,blue,50730000,113.44,113.44,113.44,113.44,109.98112486663277,2.194166883838208,112.17529175047098,107.78695798279456,113.27237519239009,106.68987454087545,,,,110.80344329002224,109.59394068769302,1.2095026023292235,0.7955928270538346,0.41390977527538886,76.82916036588345
1980-01-24,blue,59070000,113.7,113.7,113.7,113.7,110.33530345076298,2.3697379551258217,112.7050414058888,107.96556549563715,113.8899103834517,106.78069651807425,,,,111.24906739924958,109.89809322934539,1.350974169904191,0.906669095623906,0.4443050742802851,77.6297419377322
1980-01-25,blue,47100000,113.61,113.61,113.61,113.61,110.64717931259507,2.459913352004595,113.10709266459966,108.18726596059048,114.33704934060196,106.95730928458818,,,,111.61228779936502,110.17304928643092,1.4392385129340965,1.0131829790859441,0.4260555338481524,76.6425813991314
1980-01-28,blue,53620000,114.85,114.85,114.85,114.85,111.04744794949079,2.661172129547717,113.70862007903851,108.38627581994307,115.03920614381236,107.05568975516921,,,,112.11039736869347,110.51949008002865,1.5909072886648232,1.12872784100172,0.46217944766310315,80.3501036546258
1980-01-29,blue,55480000,114.07,114.07,114.07,114.07,111.33531004953929,2.6888737121273554,114.02418376166665,108.64643633741193,115.36862061773031,107.30199948134826,,,,112.41187469658678,110.78249081484134,1.62938388174544,1.228859049150464,0.40052483259497595,72.54913127887926
1980-01-30,blue,51170000,115.2,115.2,115.2,115.2,111.70337575910698,2.809876458147694,114.51325221725467,108.89349930095928,115.91819044632851,107.48856107188544,,,,112.84081705095804,111.10971371744569,1.7311033335123511,1.3293079060228417,0.40179542748950947,76.1601832258748
1980-01-31,blue,65900000,115.12,114.16,114.16,115.12,112.02876854395393,2.863341690960546,114.89211023491447,109.16542685299339,116.32378108039475,107.73375600751311,,,,113.19146058157988,111.40677196059787,1.7846886209820099,1.4203840490146753,0.36430457196733457,75.40392894582698
1980-02-01,blue,46610000,115.12,115.12,115.12,115.12,112.32317153976786,2.877556915738181,115.20072845550604,109.44561462402967,116.63950691337513,108.00683616616058,,,,113.48815895364451,111.68182588944246,1.8063330642020503,1.4975738520521504,0.3087592121498999,75.40392894582698
1980-02-04,blue,43070000,114.37,114.37,114.37,114.37,112.51810758359949,2.804629921311811,115.3227375049113,109.71347766228767,116.7250524655672,108.31116270163177,,,,113.62382680692997,111.88094989763191,1.7428769092980616,1.546634463501333,0.19624244579672867,68.05627516563978
1980-02-05,blue,41880000,114.66,114.66,114.66,114.66,112.7220973375424,2.7438367575645013,115.46593409510689,109.9782605799779,116.83785247388914,108.60634220119564,,,,113.78323806740228,112.08680546077028,1.6964326066320012,1.5765940921274666,0.11983851450453464,69.30190100554532
1980-02-06,blue,51950000,115.72,115.72,115.72,115.72,113.00761187682407,2.7612884807804363,115.76890035760451,110.24632339604364,117.14954459799472,108.86567915565342,,,,114.08120144164809,112.35593098219469,1.725270459453398,1.6063293655926532,0.11894109386074492,73.38688463183955
1980-02-07,blue,57690000,116.28,116.28,116.28,116.28,113.3192678885551,2.8050788220903784,116.12434671064548,110.51418906646472,117.52688612169067,109.11164965541954,,,,114.419478142933,112.64660276129138,1.7728753816416258,1.639638568802448,0.13323681283917788,75.25992322525212
1980-02-08,blue,57860000,117.95,117.95,117.95,117.95,113.760289994407,3.010786865200698,116.7710768596077,110.7495031292063,118.27647029220805,109.24410969660596,,,,114.96263535171255,113.03944700119573,1.9231883505168241,1.6963485251453234,0.22683982537150071,79.82096911578185
1980-02-11,blue,58660000,117.12,117.12,117.12,117.12,114.08026237589206,3.037108662963979,117.11737103885604,111.04315371292809,118.63592537033803,109.5245993814461,,,,115.29453760529523,113.34171018629235,1.9528274190028867,1.7476443039168363,0.20518311508605036,72.65199146161119
1980-02-12,blue,48090000,117.9,117.9,117.9,117.9,114.44404691152138,3.1093776420956325,117.55342455361702,111.33466926942575,119.10811337466484,109.77998044837793,,,,115.69537797371136,113.67936128360402,2.0160166901073353,1.8013187811549363,0.21469790895239904,74.93067523921889
1980-02-13,blue,65230000,118.44,118.44,118.44,118.44,114.82461387232887,3.1929945553224353,118.0176084276513,111.63161931700644,119.61410570531253,110.03512203934521,,,,116.1176275162173,114.03200118852226,2.0856263276950386,1.8581802904629567,0.2274460372320819,76.39693398403313
1980-02-14,blue,50540000,116.72,116.72,116.72,116.72,115.00512683686898,3.0900698331149257,118.0951966699839,111.91505700375406,119.64023158654138,110.37002208719659,,,,116.21030020603001,114.23111221159468,1.9791879944353354,1.8823818312574325,0.09680616317790292,63.63091422354651
1980-02-15,blue,46680000,115.41,115.41,115.41,115.41,115.04368618573861,2.941531074986509,117.98521726072512,112.1021551107521,119.45598279821837,110.63138957325884,,,,116.08717709741,114.31843723295803,1.7687398644519732,1.8596534378963407,-0.09091357344436757,55.96096777982706
1980-02-19,blue,39480000,114.6,114.6,114.6,114.6,115.00143035852541,2.800956853360149,117.80238721188556,112.20047350516526,119.20286563856564,110.79999507848518,,,,115.85838062088538,114.3392937342204,1.5190868866649794,1.7915401276500686,-0.2724532409850893,51.80303220212212
1980-02-20,blue,44340000,116.47,116.47,116.47,116.47,115.14129413390394,2.7005769158365687,117.8418710497405,112.44071721806738,119.1921595076588,111.09042876014908,,,,115.95247590997994,114.49712382798185,1.455352081998086,1.724302518519672,-0.268950436521586,59.31813119342823
1980-02-21,blue,51530000,115.28,115.28,115.28,115.28,115.15450421638928,2.5689849171774775,117.72348913356676,112.58551929921181,119.0079815921555,111.30102684062307,,,,115.84901807767534,114.55511465553874,1.2939034221365944,1.6382226992430566,-0.34431927710646226,53.59147944122545
1980-02-22,blue,48210000,115.04,115.04,115.04,115.04,115.14359905292363,2.4437452298838918,117.58734428280752,112.69985382303975,118.80921689774947,111.4779812080978,,,,115.72455375803298,114.5910320884618,1.1335216695711807,1.5372824933086817,-0.403760823737501,52.49083819213089
1980-02-25,blue,39140000,113.33,113.33,113.33,113.33,114.97087533359758,2.3877246018762253,117.3585999354738,112.58315073172135,118.55246223641191,111.38928843078324,,,,115.35616087218176,114.49762230413131,0.8585385680504487,1.4015337082570352,-0.5429951402065865,45.34505942835347
1980-02-26,blue,40000000,113.98,113.98,113.98,113.98,114.87650625420733,2.2906493444236142,117.16715559863094,112.58585690978371,118.31248027084276,111.4405322375719,,,,115.14444381492302,114.4592799112327,0.6851639036903237,1.258259747343693,-0.5730958436533693,48.23005840221892
1980-02-27,blue,46430000,112.38,112.38,112.38,112.38,114.63874375380662,2.304902194392212,116.94364594819884,112.33384155941441,118.09609704539494,111.1813904622183,,,,114.71914476647332,114.30525917706731,0.41388558940600717,1.0893849157561557,-0.6754993263501485,42.30970605799486
1980-02-28,blue,40330000,112.35,112.35,112.35,112.35,114.420768158206,2.2981862383993015,116.7189543966053,112.1225819198067,117.86804751580496,110.97348880060704,,,,114.35466095624665,114.16042516395122,0.1942357922954301,0.9103550910640107,-0.7161192987685806,42.20509427687188
1980-02-29,green,38810000,113.66,113.66,113.66,113.66,114.34831404790066,2.1979575598774166,116.54627160777808,112.15035648802323,117.64525038771679,111.05137770808453,,,,114.24779003990102,114.12335663328817,0.12443340661285163,0.7531707541737789,-0.6287373475609273,48.225071156958236
1980-03-03,green,38690000,112.5,112.5,112.5,112.5,114.17228413857679,2.1634971153221723,116.33578125389896,112.00878702325461,117.41752981156004,110.92703846559353,,,,113.97889926453163,114.00310799378533,-0.024208729253700767,0.597694857488283,-0.6219035867419838,43.86772782620456
1980-03-04,green,44310000,112.78,112.78,112.78,112.78,114.03968564918851,2.100166165768502,116.13985181495701,111.93951948342001,117.18993489784127,110.88943640053576,,,,113.79445322383445,113.91250740165309,-0.11805417781863525,0.45454505042689936,-0.5725992282455346,45.155869946670755
1980-03-05,green,49240000,111.13,111.13,111.13,111.13,113.76257273021818,2.181407648728121,115.9439803789463,111.58116508149006,117.03468420331036,110.490461257126,,,,113.38453734324453,113.70639574227138,-0.3218583990268513,0.29926436053614924,-0.6211227595630006,39.415627911157884
1980-03-06,green,49610000,108.65,108.65,108.65,108.65,113.27566104162598,2.583844607865945,115.85950564949192,110.69181643376004,117.1514279534249,109.39989412982706,,,,112.65614698274538,113.33184790951053,-0.6757009267651455,0.1042713030758903,-0.7799722298410358,32.68935142583152
1980-03-07,green,50950000,106.9,106.9,106.9,106.9,112.66845522813779,3.1188962915444534,115.78735151968225,109.54955893659333,117.34679966545447,107.9901107908211,,,,111.77058590847686,112.85541473102828,-1.0848288225514153,-0.13354872204957083,-0.9512801005018445,28.936791074966408
1980-03-10,green,43750000,106.51,106.51,106.51,106.51,112.08193568260086,3.498741322607693,115.58067700520856,108.58319435999316,117.3300476665124,106.83382369868932,,,,110.96126499948042,112.38538401021137,-1.4241190107309478,-0.39166277978584624,-1.0324562309451015,28.160937558520416
1980-03-11,green,41350000,107.78,107.78,107.78,107.78,111.67222752235315,3.571266932587928,115.24349445494109,108.10096058976522,117.02912792123504,106.31532712347126,,,,110.47183961494497,112.04424445389941,-1.5724048389544407,-0.6278111916195652,-0.9445936473348755,34.335209119552985
1980-03-12,green,37990000,106.87,106.87,106.87,106.87,111.21487252022429,3.69201981593818,114.90689233616247,107.52285270428611,116.75290224413156,105.67684279631702,,,,109.91771044341496,111.6609670869439,-1.7432566435289374,-0.8509002820014397,-0.8923563615274976,32.19971004812095
1980-03-13,green,33070000,105.62,105.62,105.62,105.62,110.68202751829817,3.895132728160277,114.57716024645845,106.7868947901379,116.52472661053858,104.83932842605776,,,,109.25652422135113,111.21348804346657,-1.9569638221154406,-1.07211299002424,-0.8848508320912005,29.48677000114634
1980-03-14,green,35180000,105.43,105.43,105.43,105.43,110.18183442131739,4.028526204141366,114.21036062545876,106.15330821717602,116.22462372752943,104.13904511510535,,,,108.6678281872971,110.7850815217283,-2.1172533344311972,-1.2811410589056316,-0.8361122755255657,29.085630901531744
1980-03-18,green,47340000,104.1,104.1,104.1,104.1,109.60261209547764,4.2471624056306,113.84977450110824,105.35544968984703,115.97335570392354,103.23186848703173,,,,107.9650853892514,110.28989029789658,-2.324804908645177,-1.4898738288535407,-0.8349310797916365,26.380244329734225
1980-03-19,green,36520000,104.31,104.31,104.31,104.31,109.09855380067023,4.342946286965132,113.44150008763536,104.7556075137051,115.61297323111793,102.58413437022253,,,,107.40276456013581,109.84693546101536,-2.4441709008795556,-1.6807332432587436,-0.763437657620812,27.52650238262514
1980-03-20,green,32580000,103.12,103.12,103.12,103.12,108.52916772441593,4.506315512697762,113.0354832371137,104.02285221171816,115.28864099346256,101.76969445536929,,,,106.74387770473031,109.3486439453846,-2.6047662406542855,-1.865539842737852,-0.7392263979164335,25.137972772425016
1980-03-24,red,39230000,99.28,99.28,99.28,99.28,107.6482946078049,5.111975435807582,112.76027004361248,102.53631917199732,115.31625776151627,99.98033145409353,,,,105.59558882707948,108.60281846794871,-3.0072296408692267,-2.093877802364127,-0.9133518385050996,19.313985213349056
1980-03-25,red,43790000,99.19,99.19,99.19,99.19,106.8427427403949,5.48932133988946,112.33206408028435,101.35342140050544,115.07672475022909,98.6087607305607,,,,104.61011362291342,107.90557265550805,-3.2954590325946356,-2.334194048410229,-0.9612649841844068,19.20169916019333
1980-03-26,red,37370000,98.68,98.68,98.68,98.68,106.0653386698811,5.771173502603083,111.83651217248418,100.29416516727802,114.72209892378572,97.40857841597648,,,,103.6977884501575,107.22219690324819,-3.524408453090686,-2.57223692934632,-0.952171523744366,18.543791697938147
1980-03-27,red,63680000,98.22,98.22,98.22,98.22,105.31816355846385,5.976378782878699,111.29454234134255,99.34178477558515,114.2827317327819,96.3535953841458,,,,102.85505176551789,106.55536750300759,-3.700315737489703,-2.797852690974997,-0.9024630465147059,17.946512278324263
1980-04-07,red,29130000,100.19,100.19,100.19,100.19,104.82976702908634,5.890735966588602,110.72050299567495,98.93903106249773,113.66587097896925,95.99366307920343,,,,102.44504380159205,106.0838587990811,-3.6388149974890496,-2.966045152277808,-0.6727698452112416,28.55905132552141
1980-04-09,green,33020000,103.11,103.11,103.11,103.11,104.66597969298289,5.627093353722963,110.29307304670586,99.03888633925992,113.10661972356733,96.22533966239844,,,,102.54734475519328,105.86357296211212,-3.3162282069188365,-3.0360817632060138,-0.2801464437128227,40.78436369324781
1980-04-10,green,33940000,104.08,104.08,104.08,104.08,104.610172103175,5.355340717743861,109.96551282091886,99.25483138543115,112.6431831797908,96.57716102655921,,,,102.78313786977893,105.73145644640012,-2.9483185766211903,-3.0185291258890494,0.07021054926785908,44.20036238898863
1980-04-11,green,29960000,103.79,103.79,103.79,103.79,104.53206047430119,5.09992946150614,109.63198993580733,99.43213101279505,112.1819546665604,96.88216628204198,,,,102.93803973596678,105.58764485777789,-2.6496051218111063,-2.944744325073461,0.29513920326235477,43.39437967543489
1980-04-18,red,26880000,100.55,100.55,100.55,100.55,104.15281661960584,4.9970450801003246,109.14986169970616,99.15577153950552,111.64838423975633,96.65724899945536,,,,102.57064900735651,105.21448597942397,-2.6438369720674615,-2.8845628544722612,0.24072588240479975,35.58673946986136
1980-04-21,red,27560000,99.8,99.8,99.8,99.8,103.73826265583386,4.930605072955448,108.66886772878931,98.80765758287842,111.13417026526703,96.3423550464007,,,,102.14439531391704,104.81341294391109,-2.6690176299940447,-2.8414538095766178,0.17243617958257307,34.05910154593862
1980-04-22,green,47920000,103.43,103.43,103.43,103.43,103.70890430765921,4.690859198289469,108.39976350594868,99.01804510936974,110.74519310509342,96.672615510225,,,,102.3421806502375,104.7109379110288,-2.3687572607912983,-2.746914499819554,0.3781572390282557,46.115693781512846
1980-04-23,blue,42620000,103.73,103.73,103.73,103.73,103.71091342121548,4.461901216988103,108.17281463820359,99.24901220422737,110.40376524669763,97.01806159573333,,,,102.55569131943172,104.63827584354517,-2.0825845241134573,-2.614048504678335,0.5314639805648778,46.978515188018854
1980-04-24,blue,35790000,104.4,104.4,104.4,104.4,103.77654071443305,4.249185293815478,108.02572600824853,99.52735542061758,110.15031865515627,97.40276277370984,,,,102.83943111644221,104.62062578106034,-1.781194664618127,-2.4474777366662934,0.6662830720481665,48.94475816694008
1980-04-25,blue,28590000,105.16,105.16,105.16,105.16,103.9082987416299,4.06320032806098,107.97149906969089,99.84509841356892,110.00309923372137,97.81349824953844,,,,103.19644171391263,104.66057942690772,-1.4641377129950826,-2.2508097319320512,0.7866720189369687,51.15738258791505
1980-04-28,blue,30600000,105.64,105.64,105.64,105.64,104.07322267099849,3.899904101201615,107.9731267722001,100.17331856979688,109.92307882280092,98.22336651919606,,,,103.57237375792607,104.73312909898863,-1.1607553410625542,-2.032798853758152,0.8720435126955977,52.55588131654286
1980-04-29,blue,27940000,105.86,105.86,105.86,105.86,104.24339194042722,3.748376527549753,107.99176846797697,100.49501541287746,109.86595673175185,98.62082714910258,,,,103.92431625670667,104.81660101758206,-0.8922847608753841,-1.8046960351815984,0.9124112743062143,53.21705690909308
1980-04-30,blue,30850000,106.29,106.29,106.29,106.29,104.43830699371986,3.6183032340998236,108.05661022781969,100.82000375962004,109.8657618448696,99.01085214257013,,,,104.28826760182872,104.92574168294635,-0.6374740811176309,-1.571251644368805,0.933777563251174,54.55025993700887
1980-05-01,blue,32480000,105.46,105.46,105.46,105.46,104.53561108955607,3.4554203984303853,107.99103148798646,101.08019069112568,109.71874168720164,99.3524804919105,,,,104.46853412462431,104.96531637309847,-0.49678224847416175,-1.3563577651898764,0.8595755167157146,51.499512932184174
1980-05-02,blue,28040000,105.58,105.58,105.58,105.58,104.63507670007453,3.3017764217474057,107.93685312182194,101.33330027832713,109.58774133269564,99.68241206745343,,,,104.63952887468211,105.0108484936097,-0.37131961892758625,-1.1593501359374183,0.7880305170098321,51.9181888915924
1980-05-05,blue,34090000,106.38,106.38,106.38,106.38,104.80125987149601,3.1842794980586007,107.98553936955462,101.61698037343741,109.57767911858392,100.02484062440811,,,,104.90729366319256,105.11226712371268,-0.20497346052012233,-0.9684748008539592,0.7635013403338369,54.72421274788381
1980-05-06,blue,40160000,106.25,106.25,106.25,106.25,104.93923512182973,3.06011891227331,107.99935403410304,101.87911620955641,109.52941349023969,100.34905675341976,,,,105.11386386885525,105.1965436330673,-0.08267976421204537,-0.7913157935255765,0.7086360293135311,54.170970665528344
1980-05-07,blue,42600000,107.18,107.18,107.18,107.18,105.15264130070308,2.9879606477265486,108.14060194842963,102.16468065297653,109.6345822722929,100.67070032911326,,,,105.43173096595444,105.34346632691415,0.0882646390402897,-0.6153997070124033,0.703664346052693,57.48249347903051
1980-05-08,blue,39280000,106.13,106.13,106.13,106.13,105.2457230815885,2.857319342530465,108.10304242411895,102.38840373905803,109.53170209538419,100.9597440677928,,,,105.53915697119221,105.40172808047606,0.1374288907161514,-0.4648339874666924,0.6022628781828439,52.8401018709757
1980-05-09,blue,30280000,104.72,104.72,104.72,104.72,105.1956542166753,2.7224607856648833,107.91811500234017,102.47319343101042,109.27934539517261,101.11196303817798,,,,105.41313282177804,105.3512297041445,0.061903117633534066,-0.3594865664466471,0.4213896840801812,47.31409741891973
1980-05-12,blue,28220000,104.78,104.78,104.78,104.78,105.15606810080146,2.5926006680095854,107.74866876881104,102.56346743279188,109.04496910281584,101.26716709878708,,,,105.31572777227373,105.30891639272639,0.006811379547343677,-0.28622697724784896,0.29303835679519263,47.565391601133186
1980-05-13,blue,35460000,106.3,106.3,106.3,106.3,105.26501399596323,2.490004003246873,107.7550179992101,102.77500999271636,109.00002000083354,101.53000799109292,,,,105.467154268847,105.38232999326517,0.08482427558182337,-0.2120167266819145,0.2968410022637379,53.60287686207974
1980-05-14,blue,40840000,106.85,106.85,106.85,106.85,105.41596504396672,2.416090741406366,107.83205578537309,102.99987430256036,109.04010115607628,101.79182893185717,,,,105.67989976594745,105.49104629006035,0.18885347588710033,-0.13184268616811154,0.3206961620552119,55.59525259549658
1980-05-15,blue,41120000,106.99,106.99,106.99,106.99,105.56587313501751,2.346543616126401,107.91241675114391,103.21932951889112,109.08568855920711,102.04605771082791,,,,105.88145364810939,105.60207989820402,0.27937374990536057,-0.049599398953417126,0.3289731488587777,56.11187971582427
1980-05-16,blue,31710000,107.35,107.35,107.35,107.35,105.73578997930156,2.2957739183843846,108.03156389768594,103.44001606091717,109.17945085687813,102.29212910172498,,,,106.10738385609255,105.73155546130003,0.3758283947925207,0.035486159795770446,0.34034223499675026,57.48175880546098
1980-05-19,blue,30970000,107.67,107.67,107.67,107.67,105.92000045746332,2.2600781120150097,108.18007856947833,103.65992234544831,109.31011762548583,102.5298832894408,,,,106.34778633977064,105.87514394564818,0.47264239412245956,0.12291740666110827,0.3497249874613513,58.715307977293044
1980-05-20,blue,31800000,107.62,107.62,107.62,107.62,106.08190517580015,2.2098897518787544,108.2917949276789,103.8720154239214,109.39673980361827,102.76707054798202,,,,106.54351151826745,106.00439254226683,0.5391189760006228,0.20615772052901118,0.3329612554716116,58.43006023335766
1980-05-21,blue,34830000,107.72,108.31,106.54,107.72,106.23791420667632,2.1591421696285504,108.39705637630487,104.07877203704777,109.47662746111915,102.9992009522335,,,,106.7245097462263,106.13147457617299,0.5930351700533123,0.2835332104338714,0.3095019596194409,58.860531561177666
1980-05-22,blue,41040000,109.01,109.73,107.34,109.01,106.50192237746906,2.216959191527974,108.71888156899703,104.28496318594108,109.82736116476102,103.1764835901771,,,,107.07612363142226,106.34469868164166,0.7314249497806031,0.37311155830321774,0.3583133914773854,64.03451620089297
1980-05-23,blue,45790000,110.62,111.37,109.01,110.62,106.89412024628153,2.4464286754079354,109.34054892168946,104.4476915708736,110.56376325939344,103.22447723316962,,,,107.62133538043422,106.66138766818673,0.9599477122474838,0.490478789092071,0.4694689231554128,69.23500491596366
1980-05-27,blue,40810000,111.4,112.3,110.35,111.4,107.32325165139757,2.6937983655949362,110.0170500169925,104.62945328580264,111.36394919978997,103.28255410300517,,,,108.20266839882896,107.01239598906179,1.190272409767175,0.6304375132270919,0.5598348965400832,71.39315491213694
1980-05-28,blue,38580000,112.06,112.71,110.42,112.06,107.77437054174065,2.9326663985944954,110.70703694033514,104.84170414314616,112.1733701396324,103.3753709438489,,,,108.79610402977835,107.38629258246462,1.4098114473137286,0.7863123000444192,0.6234991472693094,73.11192766309162
1980-05-29,blue,42000000,110.27,112.64,109.86,110.27,108.01204953776536,2.8890044903536474,110.901054028119,105.12304504741172,112.34555627329584,103.67854280223489,,,,109.0228572559663,107.5999005393191,1.4229567166472066,0.9136411833649767,0.5093155332822299,62.197195626881076
1980-05-30,blue,34820000,111.24,111.55,108.87,111.24,108.31947339131152,2.9148843911932625,111.23435778250479,105.40458900011825,112.69179997810141,103.94714680452162,,,,109.3639561396638,107.86953753640657,1.4944186032572304,1.0297966673434273,0.4646219359138031,65.22671638569119
1980-06-02,blue,32710000,110.76,112.15,110.06,110.76,108.5519044969009,2.868378960930626,111.42028345783153,105.68352553597028,112.85447293829684,104.24933605550497,,,,109.57873211817707,108.08364586704312,1.495086251133955,1.122854584101533,0.37223166703242216,62.555142922126706
1980-06-03,blue,33150000,110.51,111.63,109.77,110.51,108.73838978291035,2.791376851957803,111.52976663486815,105.94701293095254,112.92545506084706,104.55132450497364,,,,109.72200409999598,108.2633758028177,1.4586282971782794,1.1900093267168823,0.26861897046139704,61.150313015496444
1980-06-04,blue,44180000,112.61,113.45,110.22,112.61,109.10711456549032,2.8998775225642985,112.00699208805462,106.20723704292602,113.45693084933677,104.75729828164387,,,,110.16631116153506,108.58534796557196,1.5809631959631076,1.2682001005661274,0.3127630953969802,67.71012079092803
1980-06-05,blue,49070000,112.78,114.38,111.89,112.78,109.45691317830077,2.9718673611046076,112.42878053940538,106.48504581719615,113.91471421995767,104.99911213664386,,,,110.56841713668351,108.89606293108515,1.672354205598353,1.3490309215725726,0.32332328402578026,68.17854351242401
1980-06-06,blue,37230000,113.2,114.01,112.11,113.2,109.81339763751022,3.0432983535154325,112.85669599102566,106.77009928399478,114.37834516778337,105.24845010723708,,,,110.9732760387322,109.2148730843381,1.7584029543941,1.4309053281368782,0.3274976262572218,69.36112060482878
1980-06-09,blue,36820000,113.71,114.51,112.68,113.71,110.18450262441401,3.1235861857960954,113.30808881021011,107.06091643861791,114.86988190310815,105.49912334571987,,,,111.39431049431185,109.5478454484612,1.8464650458506497,1.5140172716796325,0.33244777417101723,70.78109001277116
1980-06-10,blue,42030000,114.66,115.5,113.17,114.66,110.61074046970792,3.2625694643094776,113.8733099340174,107.34817100539844,115.50459466617214,105.7168862732437,,,,111.89672426441773,109.92652356338999,1.9702007010277356,1.6052539575492533,0.3649467434784823,73.26651050049153
