Date, Open, High, Low, Close,Return
3/7/24,5132.38,5165.62,5128.21,5157.36,1.0103041083224
3/6/24,5108.03,5127.97,5092.22,5104.76,1.0051411300247
3/5/24,5110.52,5114.54,5056.82,5078.65,0.9898069558269
3/4/24,5130.99,5149.67,5127.18,5130.95,0.9988067150989
3/1/24,5098.51,5140.33,5094.16,5137.08,1.0080078174822
02/29/24,5085.36,5104.99,5061.89,5096.27,1.0052290443729
02/28/24,5067.2,5077.37,5058.35,5069.76,0.9983419256505
02/27/24,5074.6,5080.69,5057.29,5078.18,1.0017062725736
02/26/24,5093,5097.66,5068.91,5069.53,0.9962132526332
02/23/24,5100.92,5111.06,5081.46,5088.8,1.0003479436921
02/22/24,5038.83,5094.39,5038.83,5087.03,1.0211228873098
02/21/24,4963.03,4983.21,4946,4981.8,1.0012641920125
02/20/24,4989.32,4993.71,4955.02,4975.51,0.9939946899154
02/16/24,5031.13,5038.7,4999.52,5005.57,0.9951965612468
02/15/24,5003.14,5032.72,4999.44,5029.73,1.0058212781615
02/14/24,4976.44,5002.52,4956.45,5000.62,1.0095797236921
02/13/24,4967.94,4971.3,4920.31,4953.17,0.9863257292148
2/12/24,5026.83,5048.39,5016.83,5021.84,0.9990510503102
2/9/24,5004.17,5030.06,5000.34,5026.61,1.0057424003233
2/8/24,4995.16,5000.4,4987.09,4997.91,1.0005705637170
2/7/24,4973.05,4999.89,4969.05,4995.06,1.0082414421616
2/6/24,4950.16,4957.77,4934.88,4954.23,1.0023104266601
2/5/24,4957.19,4957.19,4918.09,4942.81,0.9968136231726
2/2/24,4916.06,4975.29,4907.99,4958.61,1.0106844618737
2/1/24,4861.11,4906.97,4853.52,4906.19,1.0124936798985
01/31/24,4899.19,4906.75,4845.15,4845.65,0.9838943181380
01/30/24,4925.89,4931.09,4916.27,4924.97,0.9993993421173
01/29/24,4892.95,4929.31,4887.4,4927.93,1.0075567832148
01/26/24,4888.91,4906.69,4881.47,4890.97,0.9993482027559
01/25/24,4886.66,4898.15,4869.34,4894.16,1.0052602931058
01/24/24,4888.56,4903.68,4865.94,4868.55,1.0008119886527
01/23/24,4856.8,4866.48,4844.37,4864.6,1.0029213904747
01/22/24,4853.42,4868.41,4844.05,4850.43,1.0021943010160
01/19/24,4796.28,4842.07,4785.87,4839.81,1.0123134781026
01/18/24,4760.1,4785.79,4740.57,4780.94,1.0088052650125
01/17/24,4739.13,4744.23,4714.82,4739.21,0.9943831069371
01/16/24,4772.35,4782.34,4747.12,4765.98,0.9962686801161
1/12/24,4791.18,4802.4,4768.98,4783.83,1.0007510083176
1/11/24,4792.13,4798.5,4739.58,4780.24,0.9993289362280
1/10/24,4759.94,4790.8,4756.2,4783.45,1.0056659308315
1/9/24,4741.93,4765.47,4730.35,4756.5,0.9985221075083
1/8/24,4703.7,4764.54,4699.82,4763.54,1.0141146715944
1/5/24,4690.57,4721.49,4682.11,4697.24,1.0018256737504
1/4/24,4697.42,4726.78,4687.53,4688.68,0.9965715937519
1/3/24,4725.07,4729.29,4699.71,4704.81,0.9919836890633
1/2/24,4745.2,4754.33,4722.67,4742.83,0.9943394209018
12/29/23,4782.88,4788.43,4751.99,4769.83,0.9971735290121
12/28/23,4786.44,4793.3,4780.98,4783.35,1.0003701705294
12/27/23,4773.45,4785.39,4768.9,4781.58,1.0014304413844
12/26/23,4758.86,4784.72,4758.45,4774.75,1.0042316647142
12/22/23,4753.92,4772.94,4736.77,4754.63,1.0016600832148
12/21/23,4724.29,4748.71,4708.35,4746.75,1.0103014888205
12/20/23,4764.73,4778.01,4697.82,4698.35,0.9853157368241
12/19/23,4743.72,4768.69,4743.72,4768.37,1.0058663955313
12/18/23,4725.58,4749.52,4725.58,4740.56,1.0045283194786
12/15/23,4714.23,4725.53,4704.69,4719.19,0.9999237215412
12/14/23,4721.04,4738.57,4694.34,4719.55,1.0026470706955
12/13/23,4646.2,4709.69,4643.23,4707.09,1.0136507526326
12/12/23,4618.3,4643.93,4608.09,4643.7,1.0045993025329
12/11/23,4593.39,4623.71,4593.39,4622.44,1.0039245325636
12/8/23,4576.2,4609.23,4574.06,4604.37,1.0040954381007
12/7/23,4568.84,4590.92,4565.22,4585.59,1.0079681887922
12/6/23,4586.23,4590.74,4546.5,4549.34,0.9960938697402
12/5/23,4557.25,4578.56,4551.68,4567.18,0.9994310448205
12/4/23,4564.37,4572.37,4546.72,4569.78,0.9945915122654
12/1/23,4559.43,4599.39,4554.71,4594.63,1.0058737247690
11/30/23,4554.87,4569.89,4537.24,4567.8,1.0037841330116
11/29/23,4571.84,4587.64,4547.15,4550.58,0.9990537641963
11/28/23,4545.55,4568.14,4540.51,4554.89,1.0009801271528
11/27/23,4554.86,4560.52,4546.32,4550.43,0.9980457697825
11/24/23,4555.84,4560.31,4552.8,4559.34,1.0005969336921
11/22/23,4553.04,4568.43,4545.05,4556.62,1.0040610904347
11/21/23,4538.77,4542.14,4525.51,4538.19,0.9979790560718
11/20/23,4511.7,4557.11,4510.36,4547.38,1.0073903084169
11/17/23,4509.55,4520.12,4499.66,4514.02,1.0012820967828
11/16/23,4497.08,4511.99,4487.83,4508.24,1.0011903492876
11/15/23,4505.3,4521.17,4495.31,4502.88,1.0015970816558
11/14/23,4458.97,4508.67,4458.97,4495.7,1.0190749283132
11/13/23,4406.66,4421.76,4393.82,4411.55,0.9991642583416
11/10/23,4364.15,4418.03,4353.34,4415.24,1.0156164099969
11/9/23,4391.41,4393.4,4343.94,4347.35,0.9919160897878
11/8/23,4384.37,4391.2,4359.76,4382.78,1.0010049378994
11/7/23,4366.21,4386.26,4355.41,4378.38,1.0028401412741
11/6/23,4364.27,4372.21,4347.53,4365.98,1.0017529609897
11/3/23,4334.23,4373.62,4334.23,4358.34,1.0093937162153
11/2/23,4268.26,4319.72,4268.26,4317.78,1.0188585748467
11/1/23,4201.27,4245.64,4197.74,4237.86,1.0105059850255
10/31/23,4171.33,4195.55,4153.12,4193.8,1.0064749617214
10/30/23,4139.39,4177.47,4132.94,4166.82,1.0120100938220
10/27/23,4152.93,4156.7,4103.78,4117.37,0.9951996867469
10/26/23,4175.99,4183.6,4127.9,4137.23,0.9881674894967
10/25/23,4232.42,4232.42,4181.42,4186.77,0.9856604075637
10/24/23,4235.79,4259.38,4219.43,4247.68,1.0072657598695
10/23/23,4210.4,4255.84,4189.22,4217.04,0.9983144577857
10/20/23,4273.85,4276.56,4223.03,4224.16,0.9874146797569
10/19/23,4321.36,4339.54,4269.69,4278,0.9915171742456
10/18/23,4357.35,4364.2,4303.84,4314.6,0.9866002012256
10/17/23,4345.23,4393.57,4337.54,4373.2,0.9999016834986
10/16/23,4342.37,4383.33,4342.37,4373.63,1.0105943462930
10/13/23,4360.49,4377.1,4311.97,4327.78,0.9949811592304
10/12/23,4380.94,4385.85,4325.43,4349.61,0.9937536412342
10/11/23,4366.59,4378.64,4345.34,4376.95,1.0042930173648
10/10/23,4339.75,4385.46,4339.64,4358.24,1.0052079729499
10/9/23,4289.02,4341.73,4283.79,4335.66,1.0063038180341
10/6/23,4234.79,4324.1,4219.55,4308.5,1.0118148790918
10/5/23,4259.31,4267.13,4225.91,4258.19,0.9986959835825
10/4/23,4233.83,4268.5,4220.48,4263.75,1.0081098015108
10/3/23,4269.75,4281.15,4216.45,4229.45,0.9862559142242
10/2/23,4284.52,4300.58,4260.21,4288.39,1.0000792901202
09/29/23,4328.18,4333.15,4274.86,4288.05,0.9972905086401
09/28/23,4269.65,4317.27,4264.38,4299.7,1.0058930731242
09/27/23,4282.63,4292.07,4238.63,4274.51,1.0002293186195
09/26/23,4312.88,4313.01,4265.98,4273.53,0.9852655022317
09/25/23,4310.62,4338.51,4302.7,4337.44,1.0040230922719
09/22/23,4341.74,4357.4,4316.49,4320.06,0.9977043879908
09/21/23,4374.36,4375.7,4329.17,4330,0.9835991095361
09/20/23,4452.81,4461.03,4401.38,4402.2,0.9906052048290
09/19/23,4445.41,4449.85,4416.61,4443.95,0.9978488973915
09/18/23,4445.13,4466.36,4442.11,4453.53,1.0007212964461
09/15/23,4497.98,4497.98,4447.21,4450.32,0.9878404474928
09/14/23,4487.78,4511.99,4478.69,4505.1,1.0084298837813
09/13/23,4462.65,4479.39,4453.52,4467.44,1.0012416235236
9/12/23,4473.27,4487.11,4456.83,4461.9,0.9943041275020
9/11/23,4480.98,4490.77,4467.89,4487.46,1.0067235148032
9/8/23,4451.3,4473.53,4448.38,4457.49,1.0014266008259
9/7/23,4434.55,4457.81,4430.46,4451.14,0.9967886990872
9/6/23,4490.35,4490.35,4442.38,4465.48,0.9930284222441
9/5/23,4510.06,4514.29,4496.01,4496.83,0.9958058094190
9/1/23,4530.85,4541.25,4501.35,4515.77,1.0017991596527
08/31/23,4517.01,4532.26,4507.39,4507.66,0.9984030547945
08/30/23,4500.34,4521.65,4493.59,4514.87,1.0038331298929
08/29/23,4432.75,4500.14,4431.68,4497.63,1.0145083470364
08/28/23,4426.03,4439.56,4414.98,4433.31,1.0062645975337
08/25/23,4389.38,4418.46,4356.29,4405.71,1.0067179884423
08/24/23,4455.16,4458.3,4375.55,4376.31,0.9865419600046
08/23/23,4396.44,4443.18,4396.44,4436.01,1.0110448883773
08/22/23,4415.33,4418.59,4382.77,4387.55,0.9972225820895
08/21/23,4380.28,4407.55,4360.3,4399.77,1.0068791750482
08/18/23,4344.88,4381.82,4335.31,4369.71,0.9998512708335
08/17/23,4416.32,4421.17,4364.83,4370.36,0.9922871356143
08/16/23,4433.79,4449.95,4403.55,4404.33,0.9924445566106
08/15/23,4478.87,4478.87,4432.19,4437.86,0.9884491683223
08/14/23,4458.13,4490.33,4453.44,4489.72,1.0057503836203
8/11/23,4450.69,4476.23,4443.98,4464.05,0.9989303687990
8/10/23,4487.16,4527.37,4457.92,4468.83,1.0002506877125
8/9/23,4501.57,4502.44,4461.33,4467.71,0.9929612524392
8/8/23,4498.03,4503.31,4464.39,4499.38,0.9957817299776
8/7/23,4491.58,4519.84,4491.15,4518.44,1.0090240574538
8/4/23,4513.96,4540.34,4474.55,4478.03,0.9947000037762
8/3/23,4494.27,4519.49,4485.54,4501.89,0.9974520260824
8/2/23,4550.93,4550.93,4505.75,4513.39,0.9861604245826
8/1/23,4578.83,4584.62,4567.53,4576.73,0.9973349081273
07/31/23,4584.82,4594.22,4573.14,4588.96,1.0014687171967
07/28/23,4565.75,4590.16,4564.01,4582.23,1.0098778818753
07/27/23,4598.26,4607.07,4528.56,4537.41,0.9935752997208
07/26/23,4558.96,4582.47,4547.58,4566.75,0.9998445525522
07/25/23,4555.19,4580.62,4552.42,4567.46,1.0028147120299
07/24/23,4543.39,4563.41,4541.29,4554.64,1.0040340891556
07/21/23,4550.16,4555,4535.79,4536.34,1.0003241548269
07/20/23,4554.38,4564.74,4527.56,4534.87,0.9932431248522
07/19/23,4563.87,4578.43,4557.48,4565.72,1.0023578588710
07/18/23,4521.78,4562.3,4514.59,4554.98,1.0071172882225
07/17/23,4508.86,4532.85,4504.9,4522.79,1.0038553564374
07/14/23,4514.61,4527.76,4499.56,4505.42,0.9989756188415
07/13/23,4491.5,4517.38,4489.36,4510.04,1.0084701799578
7/12/23,4467.69,4488.34,4463.23,4472.16,1.0074111451008
7/11/23,4415.55,4443.64,4408.46,4439.26,1.0067422151567
7/10/23,4394.23,4412.6,4389.92,4409.53,1.0024051194035
7/7/23,4404.54,4440.39,4397.4,4398.95,0.9971348198722
7/6/23,4422.62,4422.62,4385.05,4411.59,0.9920774845845
7/5/23,4442.04,4454.06,4436.61,4446.82,0.9980316860393
7/3/23,4449.45,4456.46,4442.29,4455.59,1.0011706865481
06/30/23,4422.44,4458.48,4422.44,4450.38,1.0122690176597
06/29/23,4374.94,4398.39,4371.97,4396.44,1.0044735266835
06/28/23,4367.48,4390.35,4360.22,4376.86,0.9996459902111
06/27/23,4337.36,4384.42,4335,4378.41,1.0114557777870
06/26/23,4344.84,4362.06,4328.08,4328.82,0.9955132200178
06/23/23,4354.17,4366.55,4341.34,4348.33,0.9923412043662
06/22/23,4355.4,4382.25,4351.82,4381.89,1.0037107536266
06/21/23,4380.01,4386.22,4360.14,4365.69,0.9947547229140
06/20/23,4396.11,4400.15,4367.19,4388.71,0.9952648658946
06/16/23,4442.7,4448.47,4407.44,4409.59,0.9963283806012
06/15/23,4365.33,4439.2,4362.6,4425.84,1.0121781369852
06/14/23,4366.29,4391.82,4337.85,4372.59,1.0008194076004
06/13/23,4352.61,4375.37,4349.31,4369.01,1.0069325847617
6/12/23,4308.32,4340.13,4304.37,4338.93,1.0093210758201
6/9/23,4304.88,4322.62,4291.7,4298.86,1.0011481323636
6/8/23,4268.69,4298.01,4261.07,4293.93,1.0061886060288
6/7/23,4285.47,4299.19,4263.96,4267.52,0.9961880084503
6/6/23,4271.34,4288.33,4263.09,4283.85,1.0023538826194
6/5/23,4282.99,4299.28,4266.82,4273.79,0.9979964365527
6/2/23,4241.01,4290.67,4241.01,4282.37,1.0145344016375
6/1/23,4183.03,4232.43,4171.64,4221.02,1.0098544677654
05/31/23,4190.74,4195.44,4166.15,4179.83,0.9938913618292
05/30/23,4226.71,4231.1,4192.18,4205.52,1.0000166450677
05/26/23,4155.98,4212.87,4156.16,4205.45,1.0130489873003
05/25/23,4155.71,4165.74,4129.73,4151.28,1.0087576909245
05/24/23,4132.96,4132.96,4103.98,4115.24,0.9926813618360
05/23/23,4176.8,4185.68,4142.54,4145.58,0.9887779269814
05/22/23,4190.78,4209.22,4179.68,4192.63,1.0001550579917
05/19/23,4204.15,4212.91,4180.2,4191.98,0.9985540905897
05/18/23,4157.68,4202.2,4153.5,4198.05,1.0094451003542
05/17/23,4122.85,4164.67,4113.62,4158.77,1.0118908002628
05/16/23,4127.95,4135.54,4109.86,4109.9,0.9936222886265
05/15/23,4126.65,4141.25,4110.27,4136.28,1.0029582355337
5/12/23,4138.54,4143.74,4099.12,4124.08,0.9984167025773
5/11/23,4132.24,4132.8,4109.29,4130.62,0.9983033806711
5/10/23,4143.74,4154.28,4098.92,4137.64,1.0044839130213
5/9/23,4124.25,4130.35,4116.65,4119.17,0.9954206257914
5/8/23,4136.98,4142.3,4123.81,4138.12,1.0004521003324
5/5/23,4084.73,4147.02,4084.73,4136.25,1.0184747440424
5/4/23,4082.55,4082.61,4048.28,4061.22,0.9927812748274
5/3/23,4122.25,4148.3,4088.86,4090.75,0.9930017137669
5/2/23,4164.1,4164.1,4089.72,4119.58,0.9884137461101
5/1/23,4166.79,4186.92,4164.12,4167.87,0.9996138607212
04/28/23,4129.63,4170.06,4127.18,4169.48,1.0082532312864
04/27/23,4075.29,4138.24,4075.29,4135.35,1.0195661231906
04/26/23,4087.78,4089.67,4049.35,4055.99,0.9961587865302
04/25/23,4126.43,4126.43,4071.38,4071.63,0.9841891787365
04/24/23,4132.07,4142.41,4117.77,4137.04,1.0008515744450
04/21/23,4132.14,4138.02,4113.86,4133.52,1.0009031936249
04/20/23,4130.48,4148.57,4114.57,4129.79,0.9940474471178
04/19/23,4139.33,4162.57,4134.49,4154.52,0.9999157615040
04/18/23,4164.26,4169.48,4140.36,4154.87,1.0008551496873
04/17/23,4137.17,4151.72,4123.18,4151.32,1.0033062325384
04/14/23,4140.11,4163.19,4113.2,4137.64,0.9979306452624
04/13/23,4100.04,4150.26,4099.4,4146.22,1.0132626253987
4/12/23,4121.72,4134.37,4086.94,4091.95,0.9958651136303
4/11/23,4110.29,4124.26,4102.61,4108.94,0.9999586285108
4/10/23,4085.2,4109.5,4072.55,4109.11,1.0009963410653
4/6/23,4081.58,4107.32,4069.84,4105.02,1.0035791295674
4/5/23,4094.5,4099.69,4072.56,4090.38,0.9975076818027
4/4/23,4128.03,4133.13,4086.87,4100.6,0.9942029477441
4/3/23,4102.2,4127.66,4098.79,4124.51,1.0036989178232
03/31/23,4056.18,4110.75,4056.18,4109.31,1.0144365475717
03/30/23,4046.74,4057.85,4032.1,4050.83,1.0057152646227
03/29/23,3999.53,4030.59,3999.53,4027.81,1.0142372591136
03/28/23,3974.13,3979.2,3951.53,3971.27,0.9984261589479
03/27/23,3982.93,4003.83,3970.49,3977.53,1.0016469444647
03/24/23,3939.21,3972.74,3909.16,3970.99,1.0056398022650
03/23/23,3959.21,4007.66,3919.05,3948.72,1.0029845287112
03/22/23,4002.04,4039.49,3936.17,3936.97,0.9835368123371
